chunk_id,condition_code,chunk_type,language,text,source_id,source_title,source_url,source_org,license_note,review_status,medical_review_notes,localization_notes,source_support_notes,data_quality_flags
expanded_diabetes_002,diabetes,lifestyle,vi,"Thực phẩm giàu đạm như cá, thịt nạc, trứng, đậu phụ hoặc sữa phù hợp có thể giúp bữa ăn no hơn và cân bằng hơn cho người đái tháo đường. Đạm không nên được hiểu là cách thay thế hoàn toàn tinh bột, vì tổng bữa vẫn cần phù hợp với thuốc, hoạt động và mục tiêu đường huyết. Chunk này chỉ gợi ý cấu trúc bữa ăn an toàn ở mức chung và cần chuyên gia xem lại theo từng người.",ada_eating_healthy,Eating Well & Managing Diabetes,https://diabetes.org/food-nutrition/eating-healthy,American Diabetes Association,Academic prototype draft. Text is paraphrased/summarized from the listed public health source; raw source is retained for traceability and the chunk requires human medical review.,needs_review,Chunk mở rộng do script tạo; cần bác sĩ/chuyên gia dinh dưỡng rà soát trước khi embedding hoặc demo.,,Dựa trên nguồn American Diabetes Association - Eating Well & Managing Diabetes; chủ đề diễn giải: protein and satiety. Không sao chép nguyên văn nguồn.,needs_manual_medical_review
expanded_diabetes_003,diabetes,faq,vi,"Người đái tháo đường có cần bỏ cơm, bún hoặc phở không? Câu trả lời an toàn là không nên tự cấm tuyệt đối một nhóm thực phẩm quen thuộc nếu chưa có tư vấn cá nhân. Cơm, bún, phở và mì đều có thể góp carbohydrate vào bữa ăn, nên điểm cần chú ý là khẩu phần, cách ăn kèm rau và đạm, và theo dõi đáp ứng đường huyết. Ví dụ Việt Nam trong chunk này cần được rà soát trước khi dùng rộng rãi.",cdc_diabetes_meal_planning,Diabetes Meal Planning,https://www.cdc.gov/diabetes/healthy-eating/diabetes-meal-planning.html,CDC,Academic prototype draft. Text is paraphrased/summarized from the listed public health source; raw source is retained for traceability and the chunk requires human medical review.,needs_review,Chunk mở rộng do script tạo; cần bác sĩ/chuyên gia dinh dưỡng rà soát trước khi embedding hoặc demo.,Có ví dụ thực phẩm/thói quen ăn uống Việt Nam; cần chuyên gia Việt Nam xác nhận tính phù hợp và sắc thái diễn đạt. Contains Vietnamese food/local habit examples; wording is plausible but requires human localization review. Contains Vietnamese food/local habit examples; wording is plausible but requires human localization review.,Dựa trên nguồn CDC - Diabetes Meal Planning; chủ đề diễn giải: rice and noodle portions. Không sao chép nguyên văn nguồn.,needs_manual_medical_review;localization_needs_review
expanded_diabetes_004,diabetes,explanation,vi,"Nguồn carbohydrate khác nhau có thể làm người dùng no và kiểm soát bữa ăn khác nhau. Thực phẩm ít tinh chế hơn, có thêm chất xơ như ngũ cốc nguyên hạt hoặc tinh bột ăn kèm nhiều rau thường phù hợp hơn đồ ngọt và tinh bột tinh chế, nhưng người đái tháo đường vẫn cần chú ý khẩu phần. Không nên diễn giải thành quy tắc rằng cứ nguyên hạt là ăn không giới hạn, vì tổng lượng carbohydrate vẫn quan trọng.",ada_understanding_carbs,Understanding Carbs,https://diabetes.org/food-nutrition/understanding-carbs,American Diabetes Association,Academic prototype draft. Text is paraphrased/summarized from the listed public health source; raw source is retained for traceability and the chunk requires human medical review.,needs_review,Chunk mở rộng do script tạo; cần bác sĩ/chuyên gia dinh dưỡng rà soát trước khi embedding hoặc demo.,,Dựa trên nguồn American Diabetes Association - Understanding Carbs; chủ đề diễn giải: whole grains and refined carbohydrates. Không sao chép nguyên văn nguồn.,needs_manual_medical_review
expanded_diabetes_005,diabetes,lifestyle,vi,"Sự đều đặn trong bữa ăn có thể giúp người đái tháo đường dễ quan sát phản ứng đường huyết hơn, nhất là khi đang dùng thuốc hoặc có lịch vận động cố định. Điều này không có nghĩa mọi người phải ăn theo một giờ giống nhau, mà nên tránh thay đổi quá thất thường như bỏ bữa rồi ăn bù rất nhiều. Nếu người dùng hay hạ đường huyết, đói bất thường hoặc thay đổi lịch ăn lớn, hệ thống nên khuyến khích hỏi nhân viên y tế.",ada_meal_planning,ADA Meal Planning,https://diabetes.org/food-nutrition/meal-planning,American Diabetes Association,Academic prototype draft. Text is paraphrased/summarized from the listed public health source; raw source is retained for traceability and the chunk requires human medical review.,needs_review,Chunk mở rộng do script tạo; cần bác sĩ/chuyên gia dinh dưỡng rà soát trước khi embedding hoặc demo.,,Dựa trên nguồn American Diabetes Association - ADA Meal Planning; chủ đề diễn giải: meal timing consistency. Không sao chép nguyên văn nguồn.,needs_manual_medical_review
expanded_diabetes_006,diabetes,faq,vi,"Ăn vặt khi bị đái tháo đường nên được xem trong tổng kế hoạch bữa ăn chứ không chỉ là món riêng lẻ. Một lựa chọn ăn vặt phù hợp thường nên ít đường thêm, có thể có chất xơ hoặc đạm để no hơn, và không làm người dùng vô tình nạp nhiều carbohydrate. Nếu người dùng đang dùng insulin hoặc thuốc có nguy cơ hạ đường huyết, câu trả lời phải thận trọng và hướng họ hỏi bác sĩ về bữa phụ an toàn.",ada_eating_healthy,Eating Well & Managing Diabetes,https://diabetes.org/food-nutrition/eating-healthy,American Diabetes Association,Academic prototype draft. Text is paraphrased/summarized from the listed public health source; raw source is retained for traceability and the chunk requires human medical review.,needs_review,Chunk mở rộng do script tạo; cần bác sĩ/chuyên gia dinh dưỡng rà soát trước khi embedding hoặc demo.,,Dựa trên nguồn American Diabetes Association - Eating Well & Managing Diabetes; chủ đề diễn giải: snacks and blood glucose. Không sao chép nguyên văn nguồn.,needs_manual_medical_review
expanded_diabetes_007,diabetes,lifestyle,vi,"Hoạt động thể lực là một phần hỗ trợ kiểm soát đái tháo đường vì cơ thể sử dụng năng lượng và có thể đáp ứng tốt hơn với glucose. Tuy vậy, mức vận động cần phù hợp với tuổi, bệnh nền, thuốc và nguy cơ hạ đường huyết. Hệ thống chỉ nên gợi ý các bước nhẹ nhàng như đi bộ hoặc vận động đều hơn trong ngày, đồng thời nhắc người dùng hỏi nhân viên y tế nếu có biến chứng, đau ngực, chóng mặt hoặc đang đổi thuốc.",cdc_diabetes_meal_planning,Diabetes Meal Planning,https://www.cdc.gov/diabetes/healthy-eating/diabetes-meal-planning.html,CDC,Academic prototype draft. Text is paraphrased/summarized from the listed public health source; raw source is retained for traceability and the chunk requires human medical review.,needs_review,Chunk mở rộng do script tạo; cần bác sĩ/chuyên gia dinh dưỡng rà soát trước khi embedding hoặc demo.,,Dựa trên nguồn CDC - Diabetes Meal Planning; chủ đề diễn giải: physical activity and blood glucose. Không sao chép nguyên văn nguồn.,needs_manual_medical_review
expanded_diabetes_008,diabetes,warning,vi,"Không nên biến việc kiểm soát carbohydrate thành lời khuyên cắt bỏ hoàn toàn tinh bột cho mọi người đái tháo đường. Cắt giảm quá cực đoan có thể làm bữa ăn khó duy trì, thiếu chất hoặc không phù hợp với thuốc hạ đường huyết. Cách nói an toàn hơn là hiểu nguồn carbohydrate, chọn khẩu phần hợp lý và theo dõi đường huyết theo hướng dẫn. Mọi thay đổi lớn nên được trao đổi với bác sĩ hoặc chuyên gia dinh dưỡng.",ada_understanding_carbs,Understanding Carbs,https://diabetes.org/food-nutrition/understanding-carbs,American Diabetes Association,Academic prototype draft. Text is paraphrased/summarized from the listed public health source; raw source is retained for traceability and the chunk requires human medical review.,needs_review,Chunk mở rộng do script tạo; cần bác sĩ/chuyên gia dinh dưỡng rà soát trước khi embedding hoặc demo.,,Dựa trên nguồn American Diabetes Association - Understanding Carbs; chủ đề diễn giải: extreme carb elimination warning. Không sao chép nguyên văn nguồn.,needs_manual_medical_review
expanded_diabetes_009,diabetes,lifestyle,vi,"Đọc nhãn dinh dưỡng có thể giúp người đái tháo đường nhận ra lượng carbohydrate, đường thêm và khẩu phần thực tế của thực phẩm đóng gói. Một gói bánh, ngũ cốc ăn sáng hoặc đồ uống có thể chứa nhiều khẩu phần hơn người dùng tưởng, nên chỉ nhìn mặt trước bao bì là chưa đủ. Chunk này nên dùng để khuyến khích thói quen đọc nhãn, không dùng để đưa ra ngưỡng y khoa cứng nếu chưa có nguồn và bối cảnh cá nhân.",cdc_diabetes_meal_planning,Diabetes Meal Planning,https://www.cdc.gov/diabetes/healthy-eating/diabetes-meal-planning.html,CDC,Academic prototype draft. Text is paraphrased/summarized from the listed public health source; raw source is retained for traceability and the chunk requires human medical review.,needs_review,Chunk mở rộng do script tạo; cần bác sĩ/chuyên gia dinh dưỡng rà soát trước khi embedding hoặc demo.,,Dựa trên nguồn CDC - Diabetes Meal Planning; chủ đề diễn giải: label reading for diabetes. Không sao chép nguyên văn nguồn.,needs_manual_medical_review
expanded_diabetes_010,diabetes,warning,vi,"Người đái tháo đường nên hỏi bác sĩ hoặc chuyên gia dinh dưỡng khi muốn thay đổi mạnh chế độ ăn, giảm cân nhanh, bỏ bữa, tập luyện cường độ cao hoặc có đường huyết dao động khó hiểu. Những quyết định này có thể liên quan đến thuốc, nguy cơ hạ đường huyết và bệnh kèm theo. Hệ thống RAG nên ưu tiên vai trò giáo dục, nhắc người dùng mang nhật ký ăn uống và đường huyết khi đi khám để được tư vấn cụ thể hơn.",ada_eating_healthy,Eating Well & Managing Diabetes,https://diabetes.org/food-nutrition/eating-healthy,American Diabetes Association,Academic prototype draft. Text is paraphrased/summarized from the listed public health source; raw source is retained for traceability and the chunk requires human medical review.,needs_review,Chunk mở rộng do script tạo; cần bác sĩ/chuyên gia dinh dưỡng rà soát trước khi embedding hoặc demo.,,Dựa trên nguồn American Diabetes Association - Eating Well & Managing Diabetes; chủ đề diễn giải: when to consult clinician. Không sao chép nguyên văn nguồn.,needs_manual_medical_review
expanded_prediabetes_001,prediabetes,lifestyle,vi,"Quản lý cân nặng trong tiền đái tháo đường nên được hiểu là quá trình điều chỉnh thói quen chứ không phải giảm cân cấp tốc. Các bước như giảm đồ uống ngọt, tăng rau, chọn khẩu phần tinh bột vừa phải và vận động đều có thể giúp người dùng xây dựng nền tảng tốt hơn. Hệ thống cần tránh hứa hẹn đảo ngược nguy cơ cho mọi người, vì kết quả phụ thuộc xét nghiệm, cân nặng, thuốc, giấc ngủ và mức duy trì thay đổi.",cdc_prediabetes_lifestyle_change,About the Lifestyle Change Program,https://www.cdc.gov/diabetes-prevention/lifestyle-change-program/lifestyle-change-program-details.html,CDC,Academic prototype draft. Text is paraphrased/summarized from the listed public health source; raw source is retained for traceability and the chunk requires human medical review.,needs_review,Chunk mở rộng do script tạo; cần bác sĩ/chuyên gia dinh dưỡng rà soát trước khi embedding hoặc demo.,,Dựa trên nguồn CDC - About the Lifestyle Change Program; chủ đề diễn giải: weight management. Không sao chép nguyên văn nguồn.,needs_manual_medical_review
expanded_prediabetes_002,prediabetes,lifestyle,vi,"Đồ uống ngọt là điểm khởi đầu dễ quan sát trong phòng ngừa đái tháo đường type 2 vì chúng có thể thêm đường và năng lượng mà không làm no lâu. Người tiền đái tháo đường có thể thử giảm dần trà sữa, nước ngọt, nước ép thêm đường hoặc cà phê nhiều sữa đặc, thay bằng nước lọc hoặc đồ uống ít đường hơn. Đây là gợi ý lối sống chung và cần cá nhân hóa nếu người dùng có bệnh nền khác.",cdc_prevent_type2_guide,About On Your Way to Preventing Type 2 Diabetes,https://www.cdc.gov/diabetes/prevention-type-2/type-2-diabetes-prevention-guide.html,CDC,Academic prototype draft. Text is paraphrased/summarized from the listed public health source; raw source is retained for traceability and the chunk requires human medical review.,needs_review,Chunk mở rộng do script tạo; cần bác sĩ/chuyên gia dinh dưỡng rà soát trước khi embedding hoặc demo.,,Dựa trên nguồn CDC - About On Your Way to Preventing Type 2 Diabetes; chủ đề diễn giải: reducing sugary drinks. Không sao chép nguyên văn nguồn.,needs_manual_medical_review
expanded_prediabetes_003,prediabetes,lifestyle,vi,"Bữa ăn giàu chất xơ hơn có thể hỗ trợ người tiền đái tháo đường kiểm soát cảm giác no và giảm phụ thuộc vào đồ ăn ngọt, tinh chế. Nguồn chất xơ thường đến từ rau, trái cây nguyên miếng, đậu và một số ngũ cốc ít tinh chế. Hệ thống nên diễn giải theo hướng tăng dần thực phẩm ít chế biến, không nên biến thành quy tắc cứng hoặc khuyên dùng thực phẩm bổ sung khi chưa có tư vấn chuyên môn.",cdc_prevent_type2_guide,About On Your Way to Preventing Type 2 Diabetes,https://www.cdc.gov/diabetes/prevention-type-2/type-2-diabetes-prevention-guide.html,CDC,Academic prototype draft. Text is paraphrased/summarized from the listed public health source; raw source is retained for traceability and the chunk requires human medical review.,needs_review,Chunk mở rộng do script tạo; cần bác sĩ/chuyên gia dinh dưỡng rà soát trước khi embedding hoặc demo.,,Dựa trên nguồn CDC - About On Your Way to Preventing Type 2 Diabetes; chủ đề diễn giải: fiber-rich foods. Không sao chép nguyên văn nguồn.,needs_manual_medical_review
expanded_prediabetes_004,prediabetes,lifestyle,vi,"Kiểm soát khẩu phần trong tiền đái tháo đường không nhất thiết là ăn thật ít, mà là nhận biết phần tinh bột, đồ uống ngọt, món chiên và đồ ăn vặt trong tổng ngày. Người dùng có thể bắt đầu bằng cách dùng đĩa nhỏ hơn, thêm rau trước, giảm bớt phần cơm hoặc mì nếu đang ăn quá nhiều và theo dõi cảm giác no. Nội dung này cần review để bảo đảm không tạo áp lực ăn kiêng cực đoan.",cdc_diabetes_meal_planning,Diabetes Meal Planning,https://www.cdc.gov/diabetes/healthy-eating/diabetes-meal-planning.html,CDC,Academic prototype draft. Text is paraphrased/summarized from the listed public health source; raw source is retained for traceability and the chunk requires human medical review.,needs_review,Chunk mở rộng do script tạo; cần bác sĩ/chuyên gia dinh dưỡng rà soát trước khi embedding hoặc demo.,Có ví dụ thực phẩm/thói quen ăn uống Việt Nam; cần chuyên gia Việt Nam xác nhận tính phù hợp và sắc thái diễn đạt. Contains Vietnamese food/local habit examples; wording is plausible but requires human localization review. Contains Vietnamese food/local habit examples; wording is plausible but requires human localization review.,Dựa trên nguồn CDC - Diabetes Meal Planning; chủ đề diễn giải: portion control. Không sao chép nguyên văn nguồn.,needs_manual_medical_review;localization_needs_review
expanded_prediabetes_005,prediabetes,explanation,vi,"Tiền đái tháo đường là cơ hội để can thiệp sớm trước khi nguy cơ tiến triển thành đái tháo đường type 2 cao hơn. Các nguồn phòng ngừa nhấn mạnh thay đổi lối sống có cấu trúc: ăn uống lành mạnh hơn, tăng vận động, theo dõi cân nặng và duy trì thói quen mới. Hệ thống nên khuyến khích tái khám và xét nghiệm theo hẹn, vì chỉ dựa vào cảm giác khỏe hay mệt không đủ để đánh giá đường huyết.",cdc_prevent_type2_guide,About On Your Way to Preventing Type 2 Diabetes,https://www.cdc.gov/diabetes/prevention-type-2/type-2-diabetes-prevention-guide.html,CDC,Academic prototype draft. Text is paraphrased/summarized from the listed public health source; raw source is retained for traceability and the chunk requires human medical review.,needs_review,Chunk mở rộng do script tạo; cần bác sĩ/chuyên gia dinh dưỡng rà soát trước khi embedding hoặc demo.,,Dựa trên nguồn CDC - About On Your Way to Preventing Type 2 Diabetes; chủ đề diễn giải: preventing type 2 progression. Không sao chép nguyên văn nguồn.,needs_manual_medical_review
expanded_hypertension_001,hypertension,warning,vi,"Mì gói và các gói gia vị đi kèm thường là ví dụ dễ hiểu về thực phẩm chế biến có thể làm lượng natri trong bữa ăn tăng nhanh. Với người tăng huyết áp, hệ thống có thể gợi ý giảm tần suất, dùng ít gói nêm hơn, thêm rau và đạm phù hợp, hoặc chọn món ít mặn hơn. Đây là bản nháp có ví dụ Việt Nam, cần review để tránh tạo cảm giác rằng chỉ cần bỏ mì gói là kiểm soát được huyết áp.",cdc_sodium_health,About Sodium and Health,https://www.cdc.gov/salt/about/index.html,CDC,Academic prototype draft. Text is paraphrased/summarized from the listed public health source; raw source is retained for traceability and the chunk requires human medical review.,needs_review,Chunk mở rộng do script tạo; cần bác sĩ/chuyên gia dinh dưỡng rà soát trước khi embedding hoặc demo.,Có ví dụ thực phẩm/thói quen ăn uống Việt Nam; cần chuyên gia Việt Nam xác nhận tính phù hợp và sắc thái diễn đạt. Contains Vietnamese food/local habit examples; wording is plausible but requires human localization review. Contains Vietnamese food/local habit examples; wording is plausible but requires human localization review.,Dựa trên nguồn CDC - About Sodium and Health; chủ đề diễn giải: instant noodles sodium. Không sao chép nguyên văn nguồn.,needs_manual_medical_review;localization_needs_review
expanded_hypertension_002,hypertension,faq,vi,"Nước mắm và nước tương có dùng được khi tăng huyết áp không? Câu trả lời nên thận trọng: đây là gia vị mặn phổ biến, nên vấn đề thường là lượng dùng, tần suất và tổng natri cả ngày. Người dùng có thể giảm dần lượng chấm, pha loãng, chấm một mặt thực phẩm thay vì ngập nước chấm, và ưu tiên món ít chế biến. Nếu có bệnh thận hoặc suy tim, cần hỏi bác sĩ về giới hạn phù hợp.",aha_shaking_salt_habit,Shaking the Salt Habit to Lower High Blood Pressure,https://www.heart.org/en/health-topics/high-blood-pressure/changes-you-can-make-to-manage-high-blood-pressure/shaking-the-salt-habit-to-lower-high-blood-pressure,American Heart Association,Academic prototype draft. Text is paraphrased/summarized from the listed public health source; raw source is retained for traceability and the chunk requires human medical review.,needs_review,Chunk mở rộng do script tạo; cần bác sĩ/chuyên gia dinh dưỡng rà soát trước khi embedding hoặc demo.,Có ví dụ thực phẩm/thói quen ăn uống Việt Nam; cần chuyên gia Việt Nam xác nhận tính phù hợp và sắc thái diễn đạt. Contains Vietnamese food/local habit examples; wording is plausible but requires human localization review. Contains Vietnamese food/local habit examples; wording is plausible but requires human localization review.,Dựa trên nguồn American Heart Association - Shaking the Salt Habit to Lower High Blood Pressure; chủ đề diễn giải: fish sauce and soy sauce. Không sao chép nguyên văn nguồn.,needs_manual_medical_review;localization_needs_review
expanded_hypertension_003,hypertension,lifestyle,vi,"Trong bữa Việt, vị mặn không chỉ đến từ muối hạt mà còn từ nước chấm, mắm, đồ kho, dưa cà muối, chả lụa, đồ hộp và món ăn sẵn. Người tăng huyết áp nên được hỗ trợ giảm mặn theo cách thực tế, ví dụ nêm nhạt dần, dùng chanh, tỏi, tiêu, hành và rau thơm để tăng vị. Chunk này cần review bản địa hóa vì thói quen nêm nếm khác nhau giữa gia đình và vùng miền.",aha_shaking_salt_habit,Shaking the Salt Habit to Lower High Blood Pressure,https://www.heart.org/en/health-topics/high-blood-pressure/changes-you-can-make-to-manage-high-blood-pressure/shaking-the-salt-habit-to-lower-high-blood-pressure,American Heart Association,Academic prototype draft. Text is paraphrased/summarized from the listed public health source; raw source is retained for traceability and the chunk requires human medical review.,needs_review,Chunk mở rộng do script tạo; cần bác sĩ/chuyên gia dinh dưỡng rà soát trước khi embedding hoặc demo.,Có ví dụ thực phẩm/thói quen ăn uống Việt Nam; cần chuyên gia Việt Nam xác nhận tính phù hợp và sắc thái diễn đạt. Contains Vietnamese food/local habit examples; wording is plausible but requires human localization review. Contains Vietnamese food/local habit examples; wording is plausible but requires human localization review.,Dựa trên nguồn American Heart Association - Shaking the Salt Habit to Lower High Blood Pressure; chủ đề diễn giải: salty condiments. Không sao chép nguyên văn nguồn.,needs_manual_medical_review;localization_needs_review
expanded_hypertension_004,hypertension,lifestyle,vi,"Một kiểu ăn hỗ trợ huyết áp thường nhấn mạnh nhiều rau, trái cây, ngũ cốc ít tinh chế, đậu, hạt, sữa hoặc thực phẩm giàu dinh dưỡng phù hợp, đồng thời giảm thực phẩm nhiều muối, nhiều đường và nhiều chất béo không lành mạnh. Khi diễn giải cho người Việt, có thể tập trung vào tăng rau trong bữa cơm và giảm món quá mặn. Nội dung này chỉ mô tả mô hình ăn uống chung, không thay thế thuốc huyết áp.",aha_sodium_per_day,How Much Sodium Should I Eat Per Day?,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/sodium/how-much-sodium-should-i-eat-per-day,American Heart Association,Academic prototype draft. Text is paraphrased/summarized from the listed public health source; raw source is retained for traceability and the chunk requires human medical review.,needs_review,Chunk mở rộng do script tạo; cần bác sĩ/chuyên gia dinh dưỡng rà soát trước khi embedding hoặc demo.,Có ví dụ thực phẩm/thói quen ăn uống Việt Nam; cần chuyên gia Việt Nam xác nhận tính phù hợp và sắc thái diễn đạt. Contains Vietnamese food/local habit examples; wording is plausible but requires human localization review. Contains Vietnamese food/local habit examples; wording is plausible but requires human localization review.,Dựa trên nguồn American Heart Association - How Much Sodium Should I Eat Per Day?; chủ đề diễn giải: DASH-style pattern. Không sao chép nguyên văn nguồn.,needs_manual_medical_review;localization_needs_review
expanded_hypertension_005,hypertension,lifestyle,vi,"Đọc nhãn thực phẩm giúp người tăng huyết áp nhận biết natri ẩn trong đồ hộp, nước sốt, snack, mì ăn liền, thịt chế biến và món đóng gói. Điểm cần nhớ là khẩu phần trên nhãn có thể nhỏ hơn lượng người dùng thực sự ăn, vì vậy tổng natri có thể cao hơn dự đoán. Chunk này không nêu ngưỡng số cụ thể; nếu cần ngưỡng, phải trích rõ nguồn và được chuyên gia kiểm tra.",cdc_sodium_health,About Sodium and Health,https://www.cdc.gov/salt/about/index.html,CDC,Academic prototype draft. Text is paraphrased/summarized from the listed public health source; raw source is retained for traceability and the chunk requires human medical review.,needs_review,Chunk mở rộng do script tạo; cần bác sĩ/chuyên gia dinh dưỡng rà soát trước khi embedding hoặc demo.,Có ví dụ thực phẩm/thói quen ăn uống Việt Nam; cần chuyên gia Việt Nam xác nhận tính phù hợp và sắc thái diễn đạt. Contains Vietnamese food/local habit examples; wording is plausible but requires human localization review. Contains Vietnamese food/local habit examples; wording is plausible but requires human localization review.,Dựa trên nguồn CDC - About Sodium and Health; chủ đề diễn giải: label reading sodium. Không sao chép nguyên văn nguồn.,needs_manual_medical_review;localization_needs_review
expanded_hypertension_006,hypertension,lifestyle,vi,"Quản lý cân nặng, vận động đều và ăn ít mặn hơn thường là các phần bổ trợ trong chăm sóc tăng huyết áp. Tuy nhiên, không nên nói rằng giảm cân hoặc ăn nhạt sẽ tự động thay thế thuốc, vì điều trị phụ thuộc mức huyết áp, nguy cơ tim mạch và bệnh kèm theo. Hệ thống nên khuyến khích người dùng theo dõi huyết áp tại nhà đúng cách và trao đổi với bác sĩ khi muốn đổi kế hoạch.",aha_shaking_salt_habit,Shaking the Salt Habit to Lower High Blood Pressure,https://www.heart.org/en/health-topics/high-blood-pressure/changes-you-can-make-to-manage-high-blood-pressure/shaking-the-salt-habit-to-lower-high-blood-pressure,American Heart Association,Academic prototype draft. Text is paraphrased/summarized from the listed public health source; raw source is retained for traceability and the chunk requires human medical review.,needs_review,Chunk mở rộng do script tạo; cần bác sĩ/chuyên gia dinh dưỡng rà soát trước khi embedding hoặc demo.,,Dựa trên nguồn American Heart Association - Shaking the Salt Habit to Lower High Blood Pressure; chủ đề diễn giải: weight management and blood pressure. Không sao chép nguyên văn nguồn.,needs_manual_medical_review
expanded_hypertension_007,hypertension,warning,vi,"Một số lời khuyên ăn uống cho huyết áp có thể nhắc đến thực phẩm giàu kali, nhưng người có bệnh thận mạn hoặc kali máu bất thường không nên tự tăng kali theo lời khuyên chung. Nếu người dùng vừa tăng huyết áp vừa có bệnh thận, hệ thống cần chuyển sang câu trả lời thận trọng hơn và khuyên hỏi bác sĩ hoặc chuyên gia dinh dưỡng thận học. Đây là cảnh báo giao thoa giữa tăng huyết áp và bệnh thận, cần review y khoa.",aha_sodium_per_day,How Much Sodium Should I Eat Per Day?,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/sodium/how-much-sodium-should-i-eat-per-day,American Heart Association,Academic prototype draft. Text is paraphrased/summarized from the listed public health source; raw source is retained for traceability and the chunk requires human medical review.,needs_review,Chunk mở rộng do script tạo; cần bác sĩ/chuyên gia dinh dưỡng rà soát trước khi embedding hoặc demo.,Có ví dụ thực phẩm/thói quen ăn uống Việt Nam; cần chuyên gia Việt Nam xác nhận tính phù hợp và sắc thái diễn đạt. Contains Vietnamese food/local habit examples; wording is plausible but requires human localization review. Contains Vietnamese food/local habit examples; wording is plausible but requires human localization review.,Dựa trên nguồn American Heart Association - How Much Sodium Should I Eat Per Day?; chủ đề diễn giải: kidney disease potassium caveat. Không sao chép nguyên văn nguồn.,needs_manual_medical_review;localization_needs_review
expanded_hypertension_008,hypertension,faq,vi,"Ăn nhạt có chữa khỏi tăng huyết áp không? Cách trả lời an toàn là giảm muối có thể hỗ trợ kiểm soát huyết áp ở nhiều người, nhưng không phải là cam kết chữa khỏi và không thay thế việc theo dõi, dùng thuốc nếu được kê, vận động và quản lý cân nặng. Người dùng cũng cần hiểu rằng ăn nhạt không chỉ là bớt muối khi nấu mà còn giảm thực phẩm chế biến sẵn và nước chấm mặn.",aha_shaking_salt_habit,Shaking the Salt Habit to Lower High Blood Pressure,https://www.heart.org/en/health-topics/high-blood-pressure/changes-you-can-make-to-manage-high-blood-pressure/shaking-the-salt-habit-to-lower-high-blood-pressure,American Heart Association,Academic prototype draft. Text is paraphrased/summarized from the listed public health source; raw source is retained for traceability and the chunk requires human medical review.,needs_review,Chunk mở rộng do script tạo; cần bác sĩ/chuyên gia dinh dưỡng rà soát trước khi embedding hoặc demo.,Có ví dụ thực phẩm/thói quen ăn uống Việt Nam; cần chuyên gia Việt Nam xác nhận tính phù hợp và sắc thái diễn đạt. Contains Vietnamese food/local habit examples; wording is plausible but requires human localization review. Contains Vietnamese food/local habit examples; wording is plausible but requires human localization review.,Dựa trên nguồn American Heart Association - Shaking the Salt Habit to Lower High Blood Pressure; chủ đề diễn giải: bland food cure misconception. Không sao chép nguyên văn nguồn.,needs_manual_medical_review;localization_needs_review
expanded_gout_001,gout,warning,vi,"Nội tạng động vật là nhóm thực phẩm thường được nhắc đến khi nói về purine và gout, vì có thể góp phần làm acid uric khó kiểm soát hơn ở một số người. Người bị gout hoặc acid uric cao nên được khuyên thận trọng với gan, lòng, tim, cật và các món tương tự, nhất là trong giai đoạn cơn đau tái phát. Đây không phải danh sách cấm tuyệt đối cho mọi trường hợp; cần bác sĩ hoặc chuyên gia dinh dưỡng xác nhận.",medlineplus_gout_encyclopedia,Gout Medical Encyclopedia,https://medlineplus.gov/ency/article/000422.htm,NIH MedlinePlus,Academic prototype draft. Text is paraphrased/summarized from the listed public health source; raw source is retained for traceability and the chunk requires human medical review.,needs_review,Chunk mở rộng do script tạo; cần bác sĩ/chuyên gia dinh dưỡng rà soát trước khi embedding hoặc demo.,Có ví dụ thực phẩm/thói quen ăn uống Việt Nam; cần chuyên gia Việt Nam xác nhận tính phù hợp và sắc thái diễn đạt. Contains Vietnamese food/local habit examples; wording is plausible but requires human localization review. Contains Vietnamese food/local habit examples; wording is plausible but requires human localization review.,Dựa trên nguồn NIH MedlinePlus - Gout Medical Encyclopedia; chủ đề diễn giải: organ meats. Không sao chép nguyên văn nguồn.,needs_manual_medical_review;localization_needs_review
expanded_gout_002,gout,lifestyle,vi,"Uống đủ nước theo nhu cầu cá nhân có thể là một thói quen hỗ trợ chung cho người bị gout, nhưng hệ thống không nên đưa ra lượng nước cố định cho mọi người. Người có bệnh thận, suy tim, phù hoặc đang được dặn hạn chế dịch cần hỏi bác sĩ trước khi tăng nước uống. Chunk này nên dùng như lời nhắc an toàn: chăm sóc gout không chỉ là kiêng món ăn, mà còn cần theo dõi triệu chứng, thuốc và bệnh kèm theo.",medlineplus_gout,Gout,https://medlineplus.gov/gout.html,NIH MedlinePlus,Academic prototype draft. Text is paraphrased/summarized from the listed public health source; raw source is retained for traceability and the chunk requires human medical review.,needs_review,Chunk mở rộng do script tạo; cần bác sĩ/chuyên gia dinh dưỡng rà soát trước khi embedding hoặc demo.,,Dựa trên nguồn NIH MedlinePlus - Gout; chủ đề diễn giải: hydration general note. Không sao chép nguyên văn nguồn.,needs_manual_medical_review
