example_id,user_text,condition_code,language,source_type,review_status,notes,review_flags,review_notes
sym_0118,muốn giảm cân có nên nhịn ăn sáng không,obesity,vi,synthetic_llm_assisted,needs_review,Synthetic Vietnamese starter utterance for academic MVP; requires human review.,,Natural short Vietnamese utterance; mapping appears plausible but remains needs_review.
sym_0119,tôi cần món Việt ít năng lượng hơn,obesity,vi,synthetic_llm_assisted,needs_review,Synthetic Vietnamese starter utterance for academic MVP; requires human review.,,Natural short Vietnamese utterance; mapping appears plausible but remains needs_review.
sym_0120,béo phì mà có bệnh nền thì nên hỏi bác sĩ trước không,obesity,vi,synthetic_llm_assisted,needs_review,Synthetic Vietnamese starter utterance for academic MVP; requires human review.,,Natural short Vietnamese utterance; mapping appears plausible but remains needs_review.
sym_0121,"tôi bị tiểu đường, ăn cơm gạo lứt có cần tính khẩu phần không",diabetes,vi,synthetic_llm_assisted,needs_review,Synthetic Vietnamese expansion example for academic MVP; requires human review.,,Natural short Vietnamese utterance; mapping appears plausible but remains needs_review.
sym_0122,đái tháo đường mà đi bộ sau ăn có giúp gì không,diabetes,vi,synthetic_llm_assisted,needs_review,Synthetic Vietnamese expansion example for academic MVP; requires human review.,,Natural short Vietnamese utterance; mapping appears plausible but remains needs_review.
sym_0123,"tôi hay uống cà phê sữa đặc, đường huyết có bị ảnh hưởng không",diabetes,vi,synthetic_llm_assisted,needs_review,Synthetic Vietnamese expansion example for academic MVP; requires human review.,,Natural short Vietnamese utterance; mapping appears plausible but remains needs_review.
sym_0124,người tiểu đường đọc nhãn đường và carbohydrate như thế nào,diabetes,vi,synthetic_llm_assisted,needs_review,Synthetic Vietnamese expansion example for academic MVP; requires human review.,,Natural short Vietnamese utterance; mapping appears plausible but remains needs_review.
sym_0125,bị tiểu đường có nên ăn rau nhiều hơn trong bữa cơm không,diabetes,vi,synthetic_llm_assisted,needs_review,Synthetic Vietnamese expansion example for academic MVP; requires human review.,,Natural short Vietnamese utterance; mapping appears plausible but remains needs_review.
sym_0126,tôi muốn ăn phở nhưng sợ đường huyết tăng,diabetes,vi,synthetic_llm_assisted,needs_review,Synthetic Vietnamese expansion example for academic MVP; requires human review.,,Natural short Vietnamese utterance; mapping appears plausible but remains needs_review.
sym_0127,tiểu đường có cần ăn đúng giờ mỗi ngày không,diabetes,vi,synthetic_llm_assisted,needs_review,Synthetic Vietnamese expansion example for academic MVP; requires human review.,,Natural short Vietnamese utterance; mapping appears plausible but remains needs_review.
sym_0128,tôi bị tiểu đường mà hay đói sau khi giảm tinh bột,diabetes,vi,synthetic_llm_assisted,needs_review,Synthetic Vietnamese expansion example for academic MVP; requires human review.,,Natural short Vietnamese utterance; mapping appears plausible but remains needs_review.
sym_0129,ăn vặt loại nào ít ảnh hưởng đường huyết hơn,diabetes,vi,synthetic_llm_assisted,needs_review,Synthetic Vietnamese expansion example for academic MVP; requires human review.,,Natural short Vietnamese utterance; mapping appears plausible but remains needs_review.
sym_0130,tôi muốn hỏi chuyên gia dinh dưỡng về bữa phụ khi dùng thuốc tiểu đường,diabetes,vi,synthetic_llm_assisted,needs_review,Synthetic Vietnamese expansion example for academic MVP; requires human review.,,Natural short Vietnamese utterance; mapping appears plausible but remains needs_review.
sym_0131,tiền tiểu đường có nên giảm trà sữa trước không,prediabetes,vi,synthetic_llm_assisted,needs_review,Synthetic Vietnamese expansion example for academic MVP; requires human review.,,Natural short Vietnamese utterance; mapping appears plausible but remains needs_review.
sym_0132,đường máu cận cao thì đi bộ mỗi ngày có ích không,prediabetes,vi,synthetic_llm_assisted,needs_review,Synthetic Vietnamese expansion example for academic MVP; requires human review.,,Natural short Vietnamese utterance; mapping appears plausible but remains needs_review.
sym_0133,tôi muốn phòng tiểu đường type 2 bằng cách ăn nhiều rau hơn,prediabetes,vi,synthetic_llm_assisted,needs_review,Synthetic Vietnamese expansion example for academic MVP; requires human review.,,Natural short Vietnamese utterance; mapping appears plausible but remains needs_review.
sym_0134,tiền đái tháo đường có cần giảm cân từ từ không,prediabetes,vi,synthetic_llm_assisted,needs_review,Synthetic Vietnamese expansion example for academic MVP; requires human review.,,Natural short Vietnamese utterance; mapping appears plausible but remains needs_review.
sym_0135,"xét nghiệm báo nguy cơ tiểu đường, tôi nên bớt nước ngọt thế nào",prediabetes,vi,synthetic_llm_assisted,needs_review,Synthetic Vietnamese expansion example for academic MVP; requires human review.,,Natural short Vietnamese utterance; mapping appears plausible but remains needs_review.
sym_0136,tôi muốn kiểm soát khẩu phần cơm vì tiền tiểu đường,prediabetes,vi,synthetic_llm_assisted,needs_review,Synthetic Vietnamese expansion example for academic MVP; requires human review.,,Natural short Vietnamese utterance; mapping appears plausible but remains needs_review.
sym_0137,ăn nhiều chất xơ có giúp tiền đái tháo đường không,prediabetes,vi,synthetic_llm_assisted,needs_review,Synthetic Vietnamese expansion example for academic MVP; requires human review.,,Natural short Vietnamese utterance; mapping appears plausible but remains needs_review.
sym_0138,"tôi mới biết đường huyết hơi cao, muốn thay đổi thói quen",prediabetes,vi,synthetic_llm_assisted,needs_review,Synthetic Vietnamese expansion example for academic MVP; requires human review.,,Natural short Vietnamese utterance; mapping appears plausible but remains needs_review.
sym_0139,ngồi nhiều có làm nguy cơ tiểu đường cao hơn không,prediabetes,vi,synthetic_llm_assisted,needs_review,Synthetic Vietnamese expansion example for academic MVP; requires human review.,,Natural short Vietnamese utterance; mapping appears plausible but remains needs_review.
sym_0140,tiền tiểu đường có cần tái khám xét nghiệm không,prediabetes,vi,synthetic_llm_assisted,needs_review,Synthetic Vietnamese expansion example for academic MVP; requires human review.,,Natural short Vietnamese utterance; mapping appears plausible but remains needs_review.
sym_0141,huyết áp cao ăn mì gói có cần bỏ gói nêm không,hypertension,vi,synthetic_llm_assisted,needs_review,Synthetic Vietnamese expansion example for academic MVP; requires human review.,,Natural short Vietnamese utterance; mapping appears plausible but remains needs_review.
sym_0142,tăng huyết áp có dùng nước mắm ít lại được không,hypertension,vi,synthetic_llm_assisted,needs_review,Synthetic Vietnamese expansion example for academic MVP; requires human review.,,Natural short Vietnamese utterance; mapping appears plausible but remains needs_review.
sym_0143,tôi ăn đồ hộp nhiều và huyết áp hay cao,hypertension,vi,synthetic_llm_assisted,needs_review,Synthetic Vietnamese expansion example for academic MVP; requires human review.,,Natural short Vietnamese utterance; mapping appears plausible but remains needs_review.
sym_0144,cao huyết áp có nên đọc natri trên nhãn thực phẩm không,hypertension,vi,synthetic_llm_assisted,needs_review,Synthetic Vietnamese expansion example for academic MVP; requires human review.,,Natural short Vietnamese utterance; mapping appears plausible but remains needs_review.
sym_0145,ăn nhạt có thay được thuốc huyết áp không,hypertension,vi,synthetic_llm_assisted,needs_review,Synthetic Vietnamese expansion example for academic MVP; requires human review.,,Natural short Vietnamese utterance; mapping appears plausible but remains needs_review.
sym_0146,tôi muốn giảm nước tương trong bữa ăn,hypertension,vi,synthetic_llm_assisted,needs_review,Synthetic Vietnamese expansion example for academic MVP; requires human review.,,Natural short Vietnamese utterance; mapping appears plausible but remains needs_review.
sym_0147,huyết áp cao mà bị bệnh thận thì có nên ăn nhiều chuối không,hypertension,vi,synthetic_llm_assisted,needs_review,Synthetic Vietnamese expansion example for academic MVP; requires human review.,,Natural short Vietnamese utterance; mapping appears plausible but remains needs_review.
sym_0148,đồ ăn nhanh có nhiều muối làm huyết áp tăng không,hypertension,vi,synthetic_llm_assisted,needs_review,Synthetic Vietnamese expansion example for academic MVP; requires human review.,,Natural short Vietnamese utterance; mapping appears plausible but remains needs_review.
sym_0149,tôi muốn làm nước chấm nhạt hơn cho ba bị cao huyết áp,hypertension,vi,synthetic_llm_assisted,needs_review,Synthetic Vietnamese expansion example for academic MVP; requires human review.,,Natural short Vietnamese utterance; mapping appears plausible but remains needs_review.
sym_0150,tăng huyết áp có cần giảm dưa muối và cá khô không,hypertension,vi,synthetic_llm_assisted,needs_review,Synthetic Vietnamese expansion example for academic MVP; requires human review.,,Natural short Vietnamese utterance; mapping appears plausible but remains needs_review.
sym_0151,bị gout có cần tránh lòng gan không,gout,vi,synthetic_llm_assisted,needs_review,Synthetic Vietnamese expansion example for academic MVP; requires human review.,,Natural short Vietnamese utterance; mapping appears plausible but remains needs_review.
sym_0152,tôi bị gout mà muốn giảm cân từ từ,gout,vi,synthetic_llm_assisted,needs_review,Synthetic Vietnamese expansion example for academic MVP; requires human review.,,Natural short Vietnamese utterance; mapping appears plausible but remains needs_review.
sym_0153,uống bia cuối tuần có làm gout tái phát không,gout,vi,synthetic_llm_assisted,needs_review,Synthetic Vietnamese expansion example for academic MVP; requires human review.,,Natural short Vietnamese utterance; mapping appears plausible but remains needs_review.
sym_0154,gout có ăn đậu phụ được không hay phải kiêng hết,gout,vi,synthetic_llm_assisted,needs_review,Synthetic Vietnamese expansion example for academic MVP; requires human review.,,Natural short Vietnamese utterance; mapping appears plausible but remains needs_review.
sym_0155,đang đau khớp do gout thì có nên tự mua thuốc không,gout,vi,synthetic_llm_assisted,needs_review,Synthetic Vietnamese expansion example for academic MVP; requires human review.,,Natural short Vietnamese utterance; mapping appears plausible but remains needs_review.
sym_0156,acid uric cao có nên hạn chế nước hầm xương không,gout,vi,synthetic_llm_assisted,needs_review,Synthetic Vietnamese expansion example for academic MVP; requires human review.,ambiguous_mapping,High uric acid alone may not mean gout.
sym_0157,"tôi bị gout và bệnh thận, ăn uống phải hỏi ai",gout,vi,synthetic_llm_assisted,needs_review,Synthetic Vietnamese expansion example for academic MVP; requires human review.,,Natural short Vietnamese utterance; mapping appears plausible but remains needs_review.
sym_0158,gout có nên giảm nước ngọt không,gout,vi,synthetic_llm_assisted,needs_review,Synthetic Vietnamese expansion example for academic MVP; requires human review.,,Natural short Vietnamese utterance; mapping appears plausible but remains needs_review.
sym_0159,tôi bị gout nhưng muốn ăn hải sản một ít,gout,vi,synthetic_llm_assisted,needs_review,Synthetic Vietnamese expansion example for academic MVP; requires human review.,,Natural short Vietnamese utterance; mapping appears plausible but remains needs_review.
sym_0160,nhịn ăn giảm cân có làm gout ổn hơn không,gout,vi,synthetic_llm_assisted,needs_review,Synthetic Vietnamese expansion example for academic MVP; requires human review.,,Natural short Vietnamese utterance; mapping appears plausible but remains needs_review.
sym_0161,bệnh thận mạn có phải kiêng chuối theo kali máu không,chronic_kidney_disease,vi,synthetic_llm_assisted,needs_review,Synthetic Vietnamese expansion example for academic MVP; requires human review.,,Natural short Vietnamese utterance; mapping appears plausible but remains needs_review.
sym_0162,tôi bị thận và tiểu đường nên ăn thế nào cho không mâu thuẫn,chronic_kidney_disease,vi,synthetic_llm_assisted,needs_review,Synthetic Vietnamese expansion example for academic MVP; requires human review.,,Natural short Vietnamese utterance; mapping appears plausible but remains needs_review.
sym_0163,suy thận có nên bỏ nước luộc rau không,chronic_kidney_disease,vi,synthetic_llm_assisted,needs_review,Synthetic Vietnamese expansion example for academic MVP; requires human review.,,Natural short Vietnamese utterance; mapping appears plausible but remains needs_review.
sym_0164,bệnh thận có cần đọc phụ gia phosphate trên nhãn không,chronic_kidney_disease,vi,synthetic_llm_assisted,needs_review,Synthetic Vietnamese expansion example for academic MVP; requires human review.,,Natural short Vietnamese utterance; mapping appears plausible but remains needs_review.
sym_0165,"tôi bị thận mạn, protein nên hỏi bác sĩ thế nào",chronic_kidney_disease,vi,synthetic_llm_assisted,needs_review,Synthetic Vietnamese expansion example for academic MVP; requires human review.,,Natural short Vietnamese utterance; mapping appears plausible but remains needs_review.
sym_0166,kali thấp hay cao thì chế độ ăn khác nhau không,chronic_kidney_disease,vi,synthetic_llm_assisted,needs_review,Synthetic Vietnamese expansion example for academic MVP; requires human review.,,Natural short Vietnamese utterance; mapping appears plausible but remains needs_review.
sym_0167,bệnh thận mạn ăn rau có cần chọn loại không,chronic_kidney_disease,vi,synthetic_llm_assisted,needs_review,Synthetic Vietnamese expansion example for academic MVP; requires human review.,,Natural short Vietnamese utterance; mapping appears plausible but remains needs_review.
sym_0168,"tôi bị thận và huyết áp cao, có cần ăn nhạt không",chronic_kidney_disease,vi,synthetic_llm_assisted,needs_review,Synthetic Vietnamese expansion example for academic MVP; requires human review.,,Natural short Vietnamese utterance; mapping appears plausible but remains needs_review.
sym_0169,đồ hộp có ảnh hưởng kali hoặc natri cho người bệnh thận không,chronic_kidney_disease,vi,synthetic_llm_assisted,needs_review,Synthetic Vietnamese expansion example for academic MVP; requires human review.,,Natural short Vietnamese utterance; mapping appears plausible but remains needs_review.
sym_0170,tôi muốn gặp chuyên gia dinh dưỡng thận học để lập thực đơn,chronic_kidney_disease,vi,synthetic_llm_assisted,needs_review,Synthetic Vietnamese expansion example for academic MVP; requires human review.,,Natural short Vietnamese utterance; mapping appears plausible but remains needs_review.
sym_0171,tôi muốn giảm trà sữa để giảm cân,obesity,vi,synthetic_llm_assisted,needs_review,Synthetic Vietnamese expansion example for academic MVP; requires human review.,,Natural short Vietnamese utterance; mapping appears plausible but remains needs_review.
sym_0172,giảm cân có nên kiểm soát khẩu phần cơm trước không,obesity,vi,synthetic_llm_assisted,needs_review,Synthetic Vietnamese expansion example for academic MVP; requires human review.,,Natural short Vietnamese utterance; mapping appears plausible but remains needs_review.
sym_0173,tôi thừa cân và muốn đi bộ nhẹ mỗi ngày,obesity,vi,synthetic_llm_assisted,needs_review,Synthetic Vietnamese expansion example for academic MVP; requires human review.,,Natural short Vietnamese utterance; mapping appears plausible but remains needs_review.
sym_0174,ăn nhiều rau và đạm có giúp no lâu khi giảm cân không,obesity,vi,synthetic_llm_assisted,needs_review,Synthetic Vietnamese expansion example for academic MVP; requires human review.,,Natural short Vietnamese utterance; mapping appears plausible but remains needs_review.
sym_0175,tôi hay ăn do stress nên tăng cân,obesity,vi,synthetic_llm_assisted,needs_review,Synthetic Vietnamese expansion example for academic MVP; requires human review.,ambiguous_mapping,No strong condition-specific keyword detected.
sym_0176,giảm cân nhanh bằng nhịn ăn có an toàn không,obesity,vi,synthetic_llm_assisted,needs_review,Synthetic Vietnamese expansion example for academic MVP; requires human review.,,Natural short Vietnamese utterance; mapping appears plausible but remains needs_review.
sym_0177,tôi muốn đặt mục tiêu giảm cân thực tế hơn,obesity,vi,synthetic_llm_assisted,needs_review,Synthetic Vietnamese expansion example for academic MVP; requires human review.,,Natural short Vietnamese utterance; mapping appears plausible but remains needs_review.
sym_0178,béo phì có cần hỏi bác sĩ nếu đang dùng thuốc không,obesity,vi,synthetic_llm_assisted,needs_review,Synthetic Vietnamese expansion example for academic MVP; requires human review.,,Natural short Vietnamese utterance; mapping appears plausible but remains needs_review.
sym_0179,nước ngọt làm tôi khó giảm cân phải không,obesity,vi,synthetic_llm_assisted,needs_review,Synthetic Vietnamese expansion example for academic MVP; requires human review.,,Natural short Vietnamese utterance; mapping appears plausible but remains needs_review.
sym_0180,tôi muốn đổi thói quen ăn vặt để giảm cân bền vững,obesity,vi,synthetic_llm_assisted,needs_review,Synthetic Vietnamese expansion example for academic MVP; requires human review.,,Natural short Vietnamese utterance; mapping appears plausible but remains needs_review.
