chunk_id,condition_code,content,source_id
ckd_g5_nondialysis_001,ckd_g5_non_dialysis,"Đối với người dùng thuộc nhóm bệnh thận mạn giai đoạn G5 chưa chạy thận (CKD G5 non-dialysis), đây là giai đoạn suy thận cuối cùng nhưng chưa bắt đầu lọc máu (chỉ số eGFR dưới 15 mL/phút/1.73m2). Trọng tâm điều trị ở giai đoạn này là kiểm soát triệu chứng urê huyết cao và trì hoãn thời điểm lọc máu bằng chế độ ăn bảo tồn.",kdigo_2024_ckd_guideline
ckd_g5_nondialysis_003,ckd_g5_non_dialysis,"Hạn chế natri nghiêm ngặt dưới 2000 mg mỗi ngày (khoảng 5g muối ăn) là bắt buộc cho người bệnh thận mạn giai đoạn G5 chưa chạy thận để kiểm soát tình trạng ứ nước, khó thở khi nằm, suy tim và tăng huyết áp, do thận đã gần như mất hoàn toàn khả năng bài tiết natri.",kdigo_2024_ckd_guideline
ckd_g5_nondialysis_004,ckd_g5_non_dialysis,"Tình trạng tăng kali máu là biến chứng cực kỳ nguy hiểm ở người bệnh thận mạn giai đoạn G5 chưa chạy thận. Người bệnh cần tuân thủ nghiêm ngặt chế độ ăn ít kali (hạn chế tối đa chuối, bơ, nước dừa, rau màu xanh đậm) và theo dõi sát sao chỉ số kali máu để tránh nguy cơ ngừng tim đột ngột.",nkf_potassium_ckd_diet
ckd_g5_nondialysis_005,ckd_g5_non_dialysis,"Hạn chế phốt pho trong chế độ ăn của người bệnh thận mạn giai đoạn G5 chưa chạy thận giúp kiểm soát biến chứng cường tuyến cận giáp thứ phát. Người bệnh cần hạn chế phốt pho ở mức 800 mg mỗi ngày, tránh các thực phẩm chứa phụ gia phốt pho và sử dụng thuốc gắn phốt pho (phosphate binders) trong bữa ăn theo đơn của bác sĩ.",medlineplus_ckd_diet
ckd_g5_nondialysis_006,ckd_g5_non_dialysis,Kiểm soát lượng nước uống vào ở người bệnh thận mạn giai đoạn G5 chưa chạy thận đòi hỏi phải đo lường lượng nước tiểu hàng ngày. Quy tắc thông thường là lượng nước uống vào mỗi ngày nên bằng lượng nước tiểu đo được của ngày hôm trước cộng thêm khoảng 500 mL (lượng mất qua mồ hôi và hơi thở) để tránh quá tải nước.,medlineplus_ckd_diet
ckd_g5_nondialysis_007,ckd_g5_non_dialysis,"Người bệnh thận mạn giai đoạn G5 chưa chạy thận cần được giám sát y khoa chặt chẽ bởi bác sĩ thận học. Do chức năng thận đã suy kiệt, người bệnh có thể xuất hiện các triệu chứng u máu cao (uremia) như chán ăn, sụt cân, buồn nôn, ngứa, chuột rút, đòi hỏi can thiệp lọc máu cấp cứu kịp thời.",kdigo_2024_ckd_guideline
ckd_g5_nondialysis_008,ckd_g5_non_dialysis,"Người bệnh thận mạn giai đoạn G5 chưa chạy thận cần đến ngay bệnh viện nếu xuất hiện các dấu hiệu quá tải nước nặng (khó thở dữ dội, không thể nằm đầu thấp, ho ra bọt hồng) hoặc các triệu chứng của tăng kali máu nặng (yếu cơ lực toàn thân, tê bì, rối loạn nhịp tim).",medlineplus_ckd_diet
ckd_dialysis_004,ckd_dialysis,Khuyến nghị về lượng kali đối với người bệnh chạy thận (CKD dialysis) không có một giới hạn chung duy nhất. Nhu cầu kali phụ thuộc vào phương pháp lọc máu (chạy thận nhân tạo thường cần hạn chế kali nghiêm ngặt hơn so với lọc màng bụng vốn dễ làm mất kali) và phải được hướng dẫn cụ thể dựa trên xét nghiệm kali máu định kỳ.,nkf_potassium_ckd_diet
ckd_unknown_001,ckd_stage_unknown,"Đối với người dùng có bệnh thận mạn nhưng chưa rõ giai đoạn (chưa xác định Stage G1-G5 hay chạy thận), chế độ ăn uống ban đầu cần hướng tới các nguyên tắc bảo vệ thận an toàn tổng quát. Hướng đi thích hợp là giảm bớt lượng muối ăn hàng ngày, hạn chế các thực phẩm chế biến sẵn nhiều natri và uống đủ nước theo nhu cầu cơ thể.",medlineplus_ckd_diet
ckd_unknown_002,ckd_stage_unknown,"Người bệnh thận mạn chưa rõ giai đoạn cần lưu ý rằng các khuyến nghị dinh dưỡng y khoa cụ thể, đặc biệt là lượng chất đạm (protein), kali, phốt pho và nước uống có sự khác biệt rất lớn, thậm chí trái ngược nhau giữa các giai đoạn suy thận nhẹ (G1-G2), suy thận nặng chưa chạy thận (G4-G5) và chạy thận (dialysis).",kdigo_2024_ckd_guideline
ckd_unknown_003,ckd_stage_unknown,"Hệ thống khuyến khích người dùng có bệnh thận mạn nhưng chưa rõ giai đoạn cung cấp thêm kết quả xét nghiệm máu (chỉ số creatinine, mức lọc cầu thận eGFR) hoặc chẩn đoán cụ thể của bác sĩ. Việc xác định rõ giai đoạn bệnh giúp hệ thống RAG cung cấp các thông tin tư vấn dinh dưỡng chuẩn xác và an toàn nhất.",kdigo_2024_ckd_guideline
ckd_unknown_004,ckd_stage_unknown,"Trong bối cảnh người bệnh ở tình trạng bệnh thận mạn chưa rõ giai đoạn, hệ thống sẽ tránh đưa ra các khuyến nghị kiêng khem kali, phốt pho hay hạn chế nước uống cụ thể, vì những hạn chế này có thể gây hại cho người ở giai đoạn sớm hoặc người chạy thận màng bụng. Người dùng nên tham khảo ý kiến bác sĩ thận học hoặc chuyên gia dinh dưỡng.",nkf_nutrition_ckd_stages_1_5
gout_001,gout,"Đối với người mắc bệnh gout, điều quan trọng đầu tiên là phân biệt giữa bệnh gout thực sự và tình trạng tăng acid uric máu không triệu chứng. Tăng acid uric máu (kết quả xét nghiệm acid uric máu cao) là một yếu tố nguy cơ nhưng chưa được coi là bệnh gout nếu người bệnh chưa từng trải qua các cơn viêm khớp cấp tính (sưng, nóng, đỏ, đau dữ dội).",medlineplus_uric_acid_blood
gout_002,gout,"Hạn chế các thực phẩm giàu purine là nguyên tắc dinh dưỡng cơ bản đối với người bệnh gout. Khi cơ thể chuyển hóa purine từ thức ăn, sản phẩm cuối cùng tạo ra là acid uric. Kiểm soát lượng purine nạp vào giúp giảm tích tụ các tinh thể urat tại khớp, từ đó hỗ trợ giảm tần suất xuất hiện các cơn gout cấp tính.",medlineplus_gout_encyclopedia
gout_003,gout,"Nội tạng động vật là nhóm thực phẩm chứa hàm lượng purine cực kỳ cao mà người bệnh gout cần tránh tuyệt đối. Gan, thận (cật), tim, lòng bò, lòng lợn có chứa lượng purine lớn, có thể gây tăng vọt nồng độ acid uric trong máu ngay sau khi ăn và dễ kích ngòi cho một cơn viêm khớp gout cấp tính xuất hiện.",medlineplus_gout_encyclopedia
gout_005,gout,"Một số loại hải sản có hàm lượng purine cao cần được người bệnh gout tiêu thụ hết sức thận trọng. Các loại cá béo (cá thu, cá trích, cá mòi, cá ngừ), tôm, cua, sò điệp, nghêu, hàu có thể làm tăng nhanh nồng độ acid uric. Người bệnh nên hạn chế các loại hải sản này, đặc biệt là trong giai đoạn khớp đang có dấu hiệu đau nhức.",medlineplus_gout
gout_006,gout,"Kiêng tuyệt đối rượu, bia và các thức uống chứa cồn là khuyến nghị quan trọng đối với người bệnh gout. Chất cồn trong bia không chỉ chứa hàm lượng purine cao mà rượu bia còn làm giảm khả năng đào thải acid uric qua đường thận của cơ thể, gây tích tụ acid uric trong máu và dễ khởi phát cơn gout cấp dữ dội.",medlineplus_gout_encyclopedia
gout_007,gout,"Hạn chế các loại nước ngọt, trà sữa và thực phẩm chứa hàm lượng đường fructose cao (high-fructose corn syrup) là cần thiết cho người bệnh gout. Đường fructose khi được gan chuyển hóa sẽ kích thích cơ thể sản sinh thêm purine nội sinh, gián tiếp làm tăng nồng độ acid uric trong máu và làm trầm trọng thêm tình trạng viêm khớp.",medlineplus_gout_encyclopedia
gout_009,gout,"Người bệnh gout cần phân biệt rõ chế độ ăn trong cơn gout cấp (gout flare) và giai đoạn quản lý gout lâu dài. Khi khớp đang sưng đau cấp tính, người bệnh cần tuân thủ chế độ ăn cực kỳ nghiêm ngặt (tránh hoàn toàn thịt đỏ, hải sản, rượu bia), kết hợp nghỉ ngơi nâng cao chi khớp bị đau và dùng thuốc giảm đau theo đơn bác sĩ.",medlineplus_gout
gout_010,gout,"Người bệnh gout cần hiểu rằng chế độ ăn uống lành mạnh chỉ đóng vai trò hỗ trợ và không thể thay thế cho các loại thuốc giảm acid uric (như allopurinol) do bác sĩ kê đơn. Đối với những trường hợp bệnh gout mạn tính hoặc có hạt tophi, việc tuân thủ dùng thuốc đều đặn theo chỉ định lâm sàng là yếu tố tiên quyết để bảo vệ khớp.",medlineplus_gout
obesity_001,obesity,"Đối với người dùng đang có tình trạng thừa cân hoặc béo phì, nguyên tắc cốt lõi của quản lý cân nặng là đạt được sự thâm hụt năng lượng lành mạnh và bền vững. Chế độ ăn giảm cân nên tập trung vào thay đổi thói quen ăn uống lâu dài hơn là áp dụng các biện pháp nhịn ăn khắc nghiệt vốn dễ gây tăng cân trở lại.",cdc_steps_losing_weight
obesity_002,obesity,"Kiểm soát khẩu phần ăn là kỹ năng quan trọng giúp giảm cân hiệu quả cho người thừa cân, béo phì. Người dùng có thể sử dụng các đĩa ăn nhỏ hơn, đọc kỹ khẩu phần khuyến nghị trên nhãn thực phẩm và tránh ăn trực tiếp từ túi/hộp đóng gói để kiểm soát trực quan lượng năng lượng nạp vào cơ thể hàng ngày.",cdc_healthy_eating_weight
obesity_003,obesity,"Hiểu về mật độ năng lượng của thực phẩm (energy density) giúp người béo phì giảm cân mà không bị đói. Người dùng nên chọn các loại thực phẩm có mật độ năng lượng thấp (chứa nhiều nước và chất xơ như rau xanh, trái cây tươi, canh trong) để làm đầy dạ dày và tạo cảm giác no, đồng thời hạn chế các thực phẩm giàu năng lượng nhưng ít dinh dưỡng.",cdc_healthy_eating_weight
obesity_004,obesity,"Cắt giảm đồ uống ngọt có gas, nước ép nhiều đường và trà sữa là thay đổi mang lại hiệu quả giảm cân nhanh chóng cho người thừa cân, béo phì. Các loại đồ uống này chứa năng lượng rỗng hấp thu nhanh và không tạo cảm giác no bụng, dễ làm người dùng vượt quá giới hạn năng lượng hàng ngày mà không nhận ra.",cdc_healthy_eating_weight
obesity_005,obesity,"Hoạt động thể lực là thành phần không thể thiếu để duy trì cân nặng sau giảm cân ở người béo phì. Cùng với điều chỉnh ăn uống để giảm cân ban đầu, việc duy trì tối thiểu 150 phút vận động mỗi tuần (ví dụ đi bộ nhanh 30 phút mỗi ngày, 5 ngày mỗi tuần) giúp bảo tồn khối cơ và ngăn ngừa tích tụ mỡ trở lại.",cdc_steps_losing_weight
obesity_006,obesity,"Người béo phì cần cảnh giác với các chế độ ăn kiêng cực đoan hoặc nhịn ăn thanh lọc cơ thể (detox) thiếu cơ sở khoa học. Những chế độ ăn này thường làm cơ thể mất nước và mất cơ bắp thay vì giảm mỡ, đồng thời có thể gây thiếu hụt vi chất dinh dưỡng nghiêm trọng và ảnh hưởng xấu đến chức năng tim mạch.",medlineplus_obesity
obesity_007,obesity,"Đối với người cao tuổi bị béo phì, quá trình giảm cân cần được tiếp cận hết sức thận trọng để tránh nguy cơ suy yếu xương và mất khối lượng cơ (sarcopenia). Chế độ ăn giảm cân ở người lớn tuổi bắt buộc phải bổ sung đủ chất đạm chất lượng cao kết hợp tập luyện kháng lực nhẹ dưới sự giám sát của nhân viên y tế.",medlineplus_obesity
obesity_008,obesity,"Hệ thống khuyến khích người dùng có các dấu hiệu của rối loạn ăn uống (như nhịn ăn quá mức, ăn vô độ khi stress rồi cố tình nôn ra) tìm kiếm sự giúp đỡ từ chuyên gia tâm lý hoặc bác sĩ. Quản lý béo phì trong bối cảnh rối loạn ăn uống đòi hỏi liệu pháp phối hợp chuyên sâu chứ không chỉ đơn thuần là cắt giảm calo.",medlineplus_obesity
safety_001,general_safety,"HealthyPlan là một hệ thống hỗ trợ giáo dục sức khỏe và cung cấp thông tin tham khảo tổng quát, hoàn toàn không có chức năng chẩn đoán bệnh, kết luận nguy cơ cá nhân hay thay thế các xét nghiệm y khoa. Người dùng cần liên hệ trực tiếp với bác sĩ để thực hiện các đánh giá lâm sàng và chẩn đoán chính xác.",cdc_prevent_type2_guide
safety_002,general_safety,"HealthyPlan không đưa ra bất kỳ hướng dẫn hay gợi ý nào liên quan đến việc tự ý bắt đầu, thay đổi liều lượng hoặc ngưng sử dụng các loại thuốc điều trị. Mọi quyết định thay đổi phác đồ thuốc phải được thảo luận trực tiếp và có sự đồng ý của bác sĩ điều trị để đảm bảo an toàn tính mạng.",nkf_nutrition_ckd_stages_1_5
safety_003,general_safety,"Hạ đường huyết nghiêm trọng là tình trạng khẩn cấp đe dọa tính mạng. Nếu người bệnh đái tháo đường có biểu hiện lơ mơ, lú lẫn, co giật hoặc bất tỉnh do hạ đường huyết, người nhà tuyệt đối không được đổ nước đường hay đút thức ăn vào miệng để tránh sặc đường thở, và phải gọi xe cấp cứu y tế 115 ngay lập tức.",medlineplus_emergency_hypoglycemia
safety_004,general_safety,"Đau tức ngực dữ dội kèm theo khó thở, thở dốc là dấu hiệu cảnh báo của cơn đau thắt ngực cấp hoặc nhồi máu cơ tim. Người dùng khi xuất hiện các triệu chứng này cần ngừng ngay mọi hoạt động thể chất, ngồi nghỉ ở tư thế thoải mái và gọi cấp cứu y tế 115 hoặc nhờ người đưa đến bệnh viện gần nhất ngay lập tức.",medlineplus_emergency_chest_pain
safety_005,general_safety,"Tình trạng lơ mơ, ngất xỉu hoặc đột ngột mất ý thức (loss of consciousness) là dấu hiệu suy giảm tuần hoàn não nghiêm trọng. Cần đặt người bệnh nằm ngửa, nâng nhẹ hai chân lên cao nếu không có chấn thương, nới lỏng quần áo và gọi ngay cấp cứu y tế 115, không tự ý cho uống nước hay lay gọi thô bạo.",medlineplus_emergency_fainting
safety_006,general_safety,"Các triệu chứng thần kinh khởi phát đột ngột như méo miệng, yếu liệt một bên tay chân, nói ngọng hoặc không diễn đạt được lời nói là dấu hiệu điển hình của đột quỵ não. Cần áp dụng quy tắc FAST (méo mặt, yếu tay, khó nói, gọi cấp cứu ngay) và đưa người bệnh đến bệnh viện có điều trị đột quỵ trong giờ vàng.",medlineplus_emergency_stroke
safety_007,general_safety,"Phụ nữ mang thai, trẻ em dưới 18 tuổi hoặc những người mắc đồng thời nhiều bệnh lý mạn tính phức tạp (ví dụ vừa suy thận giai đoạn G4 vừa suy tim hoặc tiểu đường) có những yêu cầu dinh dưỡng đặc biệt và có thể mâu thuẫn nhau. Các đối tượng này không được áp dụng các khuyến nghị tự động và bắt buộc phải tuân theo hướng dẫn trực tiếp từ bác sĩ chuyên khoa.",medlineplus_obesity
diabetes_t1_010,diabetes_type_1,"Đối với người bệnh đái tháo đường type 1 cần di chuyển qua nhiều múi giờ khác nhau, việc điều chỉnh lịch tiêm insulin và ăn uống là vô cùng quan trọng. Người bệnh cần thảo luận trước với bác sĩ để thiết lập kế hoạch chuyển múi giờ, giữ insulin ở nhiệt độ mát trong túi bảo quản chuyên dụng và không bao giờ ký gửi insulin trong hành lý để tránh đông đá.",niddk_diabetes_diet
diabetes_t1_011,diabetes_type_1,"Nguyên tắc quản lý đái tháo đường type 1 trong những ngày bị bệnh (sick days) đòi hỏi việc theo dõi sát sao hơn. Ngay cả khi người bệnh ăn ít hoặc buồn nôn, tuyệt đối không được tự ý ngừng tiêm insulin vì cơ thể khi ốm sẽ giải phóng hormone stress làm tăng đường huyết. Cần kiểm tra đường huyết và ketone nước tiểu mỗi 4 giờ và bổ sung nhiều nước lọc.",niddk_type1_diabetes
diabetes_t1_012,diabetes_type_1,"Người bệnh đái tháo đường type 1 cần đặc biệt cẩn trọng khi uống rượu. Chất cồn ngăn cản gan giải phóng glucose vào máu, làm tăng mạnh nguy cơ hạ đường huyết kéo dài lên tới 24 giờ sau khi uống. Người dùng chỉ nên uống ở mức vừa phải (không quá 1 đơn vị cồn/ngày với nữ, 2 đơn vị với nam), luôn ăn thức ăn chứa tinh bột khi uống rượu và kiểm tra đường huyết trước khi đi ngủ.",ada_alcohol_safety
diabetes_t1_013,diabetes_type_1,"Khi chuẩn bị bữa ăn và tính toán liều insulin bolus cho người đái tháo đường type 1, việc đếm carbohydrate (carb) chuẩn xác là bắt buộc. Đo lường chính xác lượng tinh bột nạp vào thông qua cân tiểu ly hoặc muỗng đo lường giúp khớp liều insulin với thực phẩm, giảm thiểu biên độ dao động đường huyết sau ăn.",ada_understanding_carbs
diabetes_t1_014,diabetes_type_1,Người bệnh đái tháo đường type 1 tuyệt đối không được tự ý bỏ bữa ăn chính sau khi đã tiêm insulin tác dụng nhanh (insulin bolus). Việc tiêm insulin tiền bữa ăn mà không nạp đủ carbohydrate tương ứng sẽ dẫn đến cơn hạ đường huyết cấp tính nguy hiểm trong vòng 1 đến 2 giờ sau đó.,ada_understanding_carbs
diabetes_t1_016,diabetes_type_1,"Quy tắc 15 là cẩm nang hướng dẫn sơ cứu hạ đường huyết lúc tỉnh cho người đái tháo đường type 1. Khi đường huyết dưới 70 mg/dL, người bệnh cần ăn hoặc uống ngay 15g carbohydrate tác dụng nhanh (như 1/2 cốc nước ép, 3-4 viên kẹo đường), đợi 15 phút rồi kiểm tra lại. Nếu vẫn dưới 70 mg/dL, tiếp tục lặp lại quy tắc này.",ada_understanding_carbs
diabetes_t2_011,diabetes_type_2,"Kết hợp tập kháng lực (resistance training) mang lại lợi ích to lớn cho người bệnh đái tháo đường type 2. Bên cạnh các bài tập aerobic (như đi bộ, đạp xe), việc nâng tạ nhẹ hoặc tập với dây kháng lực 2-3 lần mỗi tuần giúp tăng khối lượng cơ bắp, trực tiếp mở rộng không gian dự trữ glucose và tăng nhạy insulin lâu dài.",niddk_diabetes_diet
diabetes_t2_012,diabetes_type_2,"Người bệnh đái tháo đường type 2 khi đi ăn tại nhà hàng (dining out) cần chủ động kiểm soát carbohydrate. Hãy yêu cầu nhân viên thay cơm trắng hoặc khoai tây chiên bằng các loại rau hấp, salad trộn sốt giấm, chọn các món nướng/hấp thay vì chiên xào nhiều dầu mỡ và tránh các loại nước sốt ngọt chứa nhiều đường.",ada_meal_planning
diabetes_t2_013,diabetes_type_2,"Kỹ năng đọc nhãn dinh dưỡng (nutrition labels) rất quan trọng đối với người bệnh đái tháo đường type 2. Khi mua thực phẩm đóng gói, người dùng nên kiểm tra dòng 'Total Carbohydrate' để biết tổng lượng tinh bột trong một khẩu phần (serving size), đồng thời so sánh lượng chất xơ (fiber) và chọn sản phẩm ít đường bổ sung (added sugars).",ada_understanding_carbs
diabetes_t2_014,diabetes_type_2,"Lựa chọn bữa sáng thông minh giúp người bệnh đái tháo đường type 2 tránh hiện tượng tăng vọt đường huyết đầu ngày. Bữa sáng lý tưởng nên kết hợp protein và chất xơ, hạn chế tinh bột tinh chế; các lựa chọn phù hợp gồm trứng luộc, yến mạch nguyên cám nấu loãng kèm quả hạch, hoặc sữa chua không đường trộn hạt chia.",ada_eating_healthy
diabetes_t2_015,diabetes_type_2,"Bữa phụ (snacks) lành mạnh cho người đái tháo đường type 2 cần được lựa chọn dựa trên chỉ số đường huyết thấp và ít năng lượng. Thay vì ăn bánh ngọt hay hoa quả sấy, người bệnh nên chọn một nắm nhỏ hạt hạnh nhân, hạt óc chó, vài lát dưa leo chấm hummus hoặc một quả táo nhỏ để ăn giữa các bữa chính.",ada_eating_healthy
diabetes_t2_017,diabetes_type_2,"Đái tháo đường type 2 là nguyên nhân hàng đầu dẫn đến bệnh thận mạn (biến chứng thận do tiểu đường). Để phát hiện sớm tổn thương cầu thận, người bệnh đái tháo đường type 2 cần được xét nghiệm albumin niệu và creatinine máu định kỳ ít nhất một lần mỗi năm kể từ thời điểm chẩn đoán bệnh.",kdigo_2024_ckd_guideline
diabetes_t2_018,diabetes_type_2,"Người bệnh đái tháo đường type 2 đang sử dụng các thuốc nhóm sulfonylurea (như gliclazide, glimepiride) có nguy cơ cao bị hạ đường huyết lúc đói hoặc sau tập luyện nặng. Khi gặp các dấu hiệu đói cồn cào, bủn rủn chân tay, người bệnh cần đo đường huyết ngay và áp dụng quy tắc 15 để xử lý kịp thời.",niddk_diabetes_diet
diabetes_t2_019,diabetes_type_2,Khuyến nghị hoạt động thể lực hiếu khí (aerobic exercise) cho người bệnh đái tháo đường type 2 yêu cầu cường độ trung bình tối thiểu 150 phút mỗi tuần. Người bệnh nên chia đều tập luyện thành ít nhất 3 ngày trong tuần và không nên nghỉ tập quá 2 ngày liên tiếp để duy trì sự nhạy bén insulin của tế bào.,niddk_diabetes_diet
diabetes_unknown_005,diabetes_type_unknown,"Khi chưa làm rõ phân loại đái tháo đường, người bệnh chỉ nên tham khảo các thông tin hướng dẫn ăn uống có tính an toàn chung cao. Khuyến nghị chung là tăng lượng rau xanh không tinh bột, ưu tiên chất béo thực vật lành mạnh và hạn chế tối đa đường tự do; các hướng dẫn đặc thù như đếm carb hay tiêm insulin bolus cần được tạm hoãn cho đến khi có chẩn đoán xác định.",ada_eating_healthy
diabetes_unknown_006,diabetes_type_unknown,"Sự phân biệt rõ ràng giữa đái tháo đường type 1 và type 2 là nền tảng của an toàn y khoa. Người bệnh type 1 có sự phá hủy tự miễn tế bào beta tụy dẫn đến thiếu hụt insulin tuyệt đối và bắt buộc phải tiêm insulin ngoại sinh; trong khi người bệnh type 2 có cơ chế kháng insulin và có thể kiểm soát bằng lối sống và thuốc uống. Do đó, người dùng cần xác nhận thông tin này với bác sĩ điều trị.",niddk_type1_diabetes
diabetes_unknown_007,diabetes_type_unknown,"Trong mọi trường hợp đái tháo đường chưa rõ phân loại, việc tự ý điều chỉnh liều lượng hoặc bắt đầu sử dụng các loại thuốc hạ đường huyết là chống chỉ định. Người dùng cần cung cấp đầy đủ hồ sơ bệnh án hoặc liên hệ với cơ sở y tế để được thăm khám lâm sàng trước khi thực hiện bất kỳ thay đổi nào liên quan đến thuốc.",niddk_type1_diabetes
prediabetes_009,prediabetes,"Các loại đồ uống chứa lượng đường lỏng hấp thu nhanh như trà sữa, nước ngọt, soda là mối đe dọa lớn đối với người tiền đái tháo đường. Đường lỏng gây quá tải tức thì cho tuyến tụy và đẩy nhanh quá trình kháng insulin. Thay thế các đồ uống này bằng nước lọc hoặc trà xanh không đường giúp giảm tải đáng kể calo rỗng nạp vào.",cdc_prevent_type2_guide
prediabetes_010,prediabetes,"Một thói quen vận động nhỏ nhưng hiệu quả cho người tiền đái tháo đường là đi bộ nhẹ nhàng trong 10 đến 15 phút ngay sau các bữa ăn chính. Hoạt động cơ bắp lúc này giúp tiêu thụ ngay lượng glucose vừa được hấp thu vào máu, trực tiếp làm giảm biên độ đỉnh tăng đường huyết sau ăn và bảo vệ tuyến tụy.",cdc_prevent_type2_guide
prediabetes_011,prediabetes,"Giấc ngủ đóng vai trò quan trọng trong cơ chế chuyển hóa của người tiền đái tháo đường. Thiếu ngủ kéo dài (dưới 6 giờ mỗi đêm) làm tăng nồng độ cortisol và hormone stress, trực tiếp kích thích gan giải phóng glucose và làm giảm độ nhạy insulin của tế bào cơ. Người dùng nên đảm bảo giấc ngủ sâu từ 7 đến 8 giờ mỗi đêm.",nih_sleep_weight
prediabetes_012,prediabetes,"Người tiền đái tháo đường cần hiểu rằng việc loại bỏ hoàn toàn carbohydrate ra khỏi thực đơn là một sai lầm dinh dưỡng. Cắt tinh bột cực đoan dễ dẫn đến thèm ăn dữ dội, mệt mỏi và mất khối cơ. Thay vào đó, hãy duy trì lượng tinh bột phức hợp vừa phải từ gạo lứt, khoai lang, yến mạch và kiểm soát tốt khẩu phần ăn.",cdc_prevent_type2_guide
prediabetes_013,prediabetes,"Nguy cơ tiến triển từ tiền đái tháo đường lên đái tháo đường type 2 gia tăng rõ rệt ở những người có lối sống tĩnh tại, thừa cân, có người thân trực hệ mắc tiểu đường hoặc trên 45 tuổi. Nhóm đối tượng này cần tuân thủ lịch tầm soát glucose máu định kỳ và thực hiện thay đổi lối sống một cách chủ động.",cdc_prediabetes_lifestyle_change
prediabetes_015,prediabetes,"Hệ thống khuyến khích người tiền đái tháo đường tham gia các chương trình thay đổi lối sống có cấu trúc được công nhận. Các chương trình này cung cấp các hướng dẫn chi tiết về cách xây dựng chế độ ăn giảm calo lành mạnh, tăng dần hoạt động thể chất và duy trì cân nặng ổn định để đảo ngược tình trạng bệnh.",cdc_prediabetes_lifestyle_change
hypertension_010,hypertension,"Một nguồn natri ẩn giấu lớn trong ẩm thực Việt Nam là nước tương (xì dầu). Một muỗng canh nước tương chứa khoảng 900 mg natri (tương đương 60% giới hạn lý tưởng hàng ngày của AHA). Người bệnh tăng huyết áp nên hạn chế rưới trực tiếp nước tương lên thức ăn, và ưu tiên chọn các sản phẩm nước tương giảm muối.",aha_shaking_salt_habit
hypertension_012,hypertension,"Các loại thịt chế biến sẵn như giò chả, lạp xưởng, thịt nguội, xúc xích và thịt xông khói chứa lượng natri rất cao để bảo quản và tạo hương vị. Người bệnh tăng huyết áp cần hạn chế tối đa các thực phẩm này và ưu tiên sử dụng thịt tươi tự chế biến không thêm muối để kiểm soát huyết áp ổn định.",cdc_sodium_health
hypertension_013,hypertension,Đọc trị số natri trên nhãn thực phẩm đóng hộp là bắt buộc đối với người bệnh tăng huyết áp. Hãy kiểm tra trị số natri (mg) và tỷ lệ % Daily Value (%DV). Chọn các thực phẩm có %DV natri dưới 5% (thực phẩm ít muối) và tránh các sản phẩm có %DV natri trên 20% (thực phẩm nhiều muối).,aha_sodium_per_day
hypertension_014,hypertension,"Chế độ ăn DASH (Dietary Approaches to Stop Hypertension) là một phác đồ ăn uống đã được chứng minh lâm sàng giúp hạ huyết áp hiệu quả. DASH khuyến khích ăn nhiều rau quả, ngũ cốc nguyên hạt, sữa ít béo, đạm nạc từ cá/gia cầm và giảm tối đa chất béo bão hòa cùng muối ăn (giới hạn natri ở mức 1500mg đến 2300mg/ngày).",aha_dash_diet
hypertension_015,hypertension,"Chất caffeine trong cà phê, trà đậm hoặc nước tăng lực có thể gây co thắt mạch máu và tăng huyết áp tạm thời. Người bệnh tăng huyết áp có trị số huyết áp chưa được kiểm soát ổn định nên hạn chế uống cà phê đậm đặc, đặc biệt là trước khi thực hiện các hoạt động thể lực nặng.",medlineplus_caffeine
hypertension_016,hypertension,"Kiểm soát lượng rượu bia uống vào là bắt buộc ở người bệnh tăng huyết áp. Uống quá nhiều bia rượu làm mất tác dụng của thuốc hạ áp, gây co mạch và kích thích tim đập nhanh. AHA khuyến nghị nam giới tăng huyết áp không uống quá 2 lon bia (hoặc 2 ly rượu vang) mỗi ngày, và nữ giới không uống quá 1 đơn vị tương tự.",aha_shaking_salt_habit
hypertension_018,hypertension,"Người bệnh tăng huyết áp cần đo huyết áp tư thế ngồi đúng cách tại nhà. Trước khi đo, người bệnh cần nghỉ ngơi tĩnh lặng trong 5 phút, không uống cà phê hay hút thuốc lá trước đó 30 phút. Đặt cánh tay ngang tim, chân chạm đất và không bắt chéo chân để có kết quả đo huyết áp chính xác nhất.",cdc_sodium_health
ckd_g1_006,ckd_g1,"Đối với người bệnh thận mạn giai đoạn G1 (CKD G1), việc kiểm soát lượng đường huyết là ưu tiên hàng đầu nếu bệnh nhân có kèm đái tháo đường. Duy trì chỉ số đường huyết đói dưới 126 mg/dL (7.0 mmol/L) giúp ngăn ngừa tình trạng tổn thương thêm các mạch máu nhỏ ở cầu thận và làm chậm tiến trình suy thận.",kdigo_2024_ckd_guideline
ckd_g1_007,ckd_g1,"Người bệnh thận mạn giai đoạn G1 (CKD G1) cần lưu ý hạn chế nạp quá nhiều thực phẩm chứa chất béo bão hòa (như mỡ động vật, bơ, đồ chiên rán). Rối loạn lipid máu ở giai đoạn đầu của bệnh thận làm tăng xơ vữa mạch máu thận và tăng nguy cơ biến chứng tim mạch, vốn là biến chứng nguy hiểm nhất của CKD.",kdigo_2024_ckd_guideline
