activity_id,source_compendium,category_name_vi,category_name_en,description_vi,description_en,met_value,met_type,baseline_value,baseline_unit,intensity_level,suitable_for_beginner,suitable_for_elderly,suitable_for_wheelchair_user,source_url
adult_05011,adult,hoạt động tại nhà,Home Activities,"Cleaning, sweeping, chậm, nhẹ nỗ lực","Cleaning, sweeping, slow, light effort",2.3,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/home-activities
adult_05012,adult,hoạt động tại nhà,Home Activities,"Cleaning, sweeping, nhanh, vừa nỗ lực","Cleaning, sweeping, fast, moderate effort",3.8,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-activities
adult_05020,adult,hoạt động tại nhà,Home Activities,"Cleaning heavy hoặc major (e.g., wash car, clean garage), vừa nỗ lực","Cleaning heavy or major (e.g., wash car, clean garage), moderate effort",3.5,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-activities
adult_05021,adult,hoạt động tại nhà,Home Activities,"Cleaning, mopping, đứng, vừa nỗ lực","Cleaning, mopping, standing, moderate effort",3.5,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-activities
adult_05022,adult,hoạt động tại nhà,Home Activities,"Cleaning windows, washing windows, chung","Cleaning windows, washing windows, general",3.3,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-activities
adult_05023,adult,hoạt động tại nhà,Home Activities,"Mopping, đứng, nhẹ nỗ lực","Mopping, standing, light effort",2.5,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/home-activities
adult_05024,adult,hoạt động tại nhà,Home Activities,"Polishing floors, đứng, đi bộ slowly, using electric polishing machine","Polishing floors, standing, walking slowly, using electric polishing machine",4.5,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-activities
adult_05025,adult,hoạt động tại nhà,Home Activities,"Multiple household tasks all at once, nhẹ nỗ lực","Multiple household tasks all at once, light effort",2.8,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/home-activities
adult_05026,adult,hoạt động tại nhà,Home Activities,"Multiple household tasks all at once, vừa nỗ lực","Multiple household tasks all at once, moderate effort",3.3,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-activities
adult_05027,adult,hoạt động tại nhà,Home Activities,"Multiple household tasks all at once, mạnh nỗ lực","Multiple household tasks all at once, vigorous effort",4.3,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-activities
adult_05030,adult,hoạt động tại nhà,Home Activities,"Cleaning, house hoặc cabin, chung, vừa nỗ lực","Cleaning, house or cabin, general, moderate effort",3.3,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-activities
adult_05032,adult,hoạt động tại nhà,Home Activities,"Dusting hoặc polishing furniture, chung","Dusting or polishing furniture, general",2.5,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/home-activities
adult_05035,adult,hoạt động tại nhà,Home Activities,"Kitchen activity, chung, (e.g., cooking, washing dishes, cleaning up) vừa nỗ lực","Kitchen activity, general, (e.g., cooking, washing dishes, cleaning up) moderate effort",3.3,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-activities
adult_05040,adult,hoạt động tại nhà,Home Activities,"Cleaning, chung (straightening up, changing linen, mang vác out trash), nhẹ nỗ lực","Cleaning, general (straightening up, changing linen, carrying out trash), light effort",2.5,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/home-activities
adult_05041,adult,hoạt động tại nhà,Home Activities,"Wash dishes, đứng hoặc trong chung (not broken into stand/walk components)","Wash dishes, standing or in general (not broken into stand/walk components)",2.0,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/home-activities
adult_05042,adult,hoạt động tại nhà,Home Activities,"Wash dishes, clearing dishes from table, đi bộ, nhẹ nỗ lực","Wash dishes, clearing dishes from table, walking, light effort",2.0,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/home-activities
adult_05043,adult,hoạt động tại nhà,Home Activities,"Vacuuming, chung, vừa nỗ lực","Vacuuming, general, moderate effort",3.0,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-activities
adult_05044,adult,hoạt động tại nhà,Home Activities,"Butchering animals, small","Butchering animals, small",3.0,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-activities
adult_05045,adult,hoạt động tại nhà,Home Activities,"Butchering animals, large, mạnh nỗ lực","Butchering animals, large, vigorous effort",6.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/home-activities
adult_05046,adult,hoạt động tại nhà,Home Activities,"Cutting và smoking fish, drying fish hoặc meat","Cutting and smoking fish, drying fish or meat",2.3,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/home-activities
adult_05048,adult,hoạt động tại nhà,Home Activities,"Tanning hides, chung","Tanning hides, general",4.0,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-activities
adult_05049,adult,hoạt động tại nhà,Home Activities,"Cooking hoặc food preparation, vừa nỗ lực","Cooking or food preparation, moderate effort",3.5,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-activities
adult_05050,adult,hoạt động tại nhà,Home Activities,"Cooking hoặc food preparation – đứng hoặc ngồi hoặc trong chung (not broken into stand/walk components), manual appliances, nhẹ nỗ lực","Cooking or food preparation – standing or sitting or in general (not broken into stand/walk components), manual appliances, light effort",2.0,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/home-activities
adult_05051,adult,hoạt động tại nhà,Home Activities,"Cooking hoặc food preparation, đi bộ","Cooking or food preparation, walking",2.3,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/home-activities
adult_05052,adult,hoạt động tại nhà,Home Activities,"Serving food, setting/cleaning table, implied đi bộ hoặc đứng","Serving food, setting/cleaning table, implied walking or standing",2.3,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/home-activities
adult_05053,adult,hoạt động tại nhà,Home Activities,Feeding household animals,Feeding household animals,2.5,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/home-activities
adult_05054,adult,hoạt động tại nhà,Home Activities,"mang vác groceries, on level ground, đi bộ","carrying groceries, on level ground, walking",3.5,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-activities
adult_05055,adult,hoạt động tại nhà,Home Activities,"Putting away groceries (e.g. mang vác groceries, mang vác packages)","Putting away groceries (e.g. carrying groceries, carrying packages)",2.5,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/home-activities
adult_05056,adult,hoạt động tại nhà,Home Activities,mang vác groceries upstairs,Carrying groceries upstairs,5.3,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-activities
adult_05057,adult,hoạt động tại nhà,Home Activities,Cooking Indian bread hoặc other food on an outside stove,Cooking Indian bread or other food on an outside stove,3.0,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-activities
adult_05060,adult,hoạt động tại nhà,Home Activities,Food shopping với hoặc không có a grocery cart; mang vác a 10 lb bag; đứng hoặc đi bộ,Food shopping with or without a grocery cart; carrying a 10 lb bag; standing or walking,3.3,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-activities
adult_05065,adult,hoạt động tại nhà,Home Activities,"Non-food shopping, với hoặc không có cart, đứng hoặc đi bộ","Non-food shopping, with or without cart, standing or walking",2.3,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/home-activities
adult_05070,adult,hoạt động tại nhà,Home Activities,Ironing,Ironing,1.8,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/home-activities
adult_05080,adult,hoạt động tại nhà,Home Activities,"Knitting, sewing, nhẹ nỗ lực, wrapping presents, ngồi","Knitting, sewing, light effort, wrapping presents, sitting",1.3,MET,3.5,ml/kg/min,sedentary,True,False,False,https://pacompendium.com/home-activities
adult_05082,adult,hoạt động tại nhà,Home Activities,Sewing với a machine,Sewing with a machine,2.8,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/home-activities
adult_05090,adult,hoạt động tại nhà,Home Activities,"Laundry, fold hoặc hang clothes, put clothes trong washer hoặc dryer, packing suitcase, washing clothes by hand, implied đứng, nhẹ nỗ lực","Laundry, fold or hang clothes, put clothes in washer or dryer, packing suitcase, washing clothes by hand, implied standing, light effort",2.3,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/home-activities
adult_05091,adult,hoạt động tại nhà,Home Activities,"Laundry, fold hoặc hang clothes, ngồi","Laundry, fold or hang clothes, sitting",2.0,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/home-activities
adult_05092,adult,hoạt động tại nhà,Home Activities,"Laundry, vừa nỗ lực","Laundry, moderate effort",4.0,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-activities
adult_05095,adult,hoạt động tại nhà,Home Activities,"Laundry, putting away clothes, gathering clothes to pack, putting away laundry, implied đi bộ","Laundry, putting away clothes, gathering clothes to pack, putting away laundry, implied walking",2.0,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/home-activities
adult_05100,adult,hoạt động tại nhà,Home Activities,"Making bed, changing linens","Making bed, changing linens",3.0,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-activities
adult_05110,adult,hoạt động tại nhà,Home Activities,"Maple syruping/sugar bushing (including mang vác buckets, mang vác wood)","Maple syruping/sugar bushing (including carrying buckets, carrying wood)",5.0,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-activities
adult_05120,adult,hoạt động tại nhà,Home Activities,"Moving furniture, household items, mang vác boxes","Moving furniture, household items, carrying boxes",5.8,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-activities
adult_05121,adult,hoạt động tại nhà,Home Activities,"Moving, nâng nhẹ loads","Moving, lifting light loads",5.0,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-activities
adult_05125,adult,hoạt động tại nhà,Home Activities,Organizing a room,Organizing a room,4.8,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-activities
adult_05130,adult,hoạt động tại nhà,Home Activities,"Scrubbing floors, on hands và knees, scrubbing bathroom, bathtub, vừa nỗ lực","Scrubbing floors, on hands and knees, scrubbing bathroom, bathtub, moderate effort",3.5,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-activities
adult_05131,adult,hoạt động tại nhà,Home Activities,"Scrubbing floors, on hands và knees, scrubbing bathroom, bathtub, nhẹ nỗ lực","Scrubbing floors, on hands and knees, scrubbing bathroom, bathtub, light effort",2.0,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/home-activities
adult_05132,adult,hoạt động tại nhà,Home Activities,"Scrubbing floors, on hands và knees, scrubbing bathroom, bathtub, mạnh nỗ lực","Scrubbing floors, on hands and knees, scrubbing bathroom, bathtub, vigorous effort",6.5,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/home-activities
adult_05140,adult,hoạt động tại nhà,Home Activities,"Sweeping garage, sidewalk, hoặc outside house","Sweeping garage, sidewalk, or outside house",3.0,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-activities
adult_05146,adult,hoạt động tại nhà,Home Activities,"đứng, packing/unpacking boxes, occasional nâng lightweight household items, loading hoặc unloading items into a car, vừa nỗ lực","Standing, packing/unpacking boxes, occasional lifting lightweight household items, loading or unloading items into a car, moderate effort",3.8,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-activities
adult_05147,adult,hoạt động tại nhà,Home Activities,"Implied đi bộ, putting away household items, vừa nỗ lực","Implied walking, putting away household items, moderate effort",3.0,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-activities
adult_05148,adult,hoạt động tại nhà,Home Activities,Watering plants,Watering plants,2.0,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/home-activities
adult_05149,adult,hoạt động tại nhà,Home Activities,Building a fire inside,Building a fire inside,2.5,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/home-activities
adult_05150,adult,hoạt động tại nhà,Home Activities,"Moving household items upstairs, mang vác boxes hoặc furniture","Moving household items upstairs, carrying boxes or furniture",9.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/home-activities
adult_05160,adult,hoạt động tại nhà,Home Activities,"đứng, nhẹ nỗ lực tasks (pump gas, change nhẹ bulb, etc.)","Standing, light effort tasks (pump gas, change light bulb, etc.)",2.0,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/home-activities
adult_05165,adult,hoạt động tại nhà,Home Activities,"đi bộ, vừa nỗ lực tasks, non-cleaning (readying to leave, shut/lock doors, close windows, etc.","Walking, moderate effort tasks, non-cleaning (readying to leave, shut/lock doors, close windows, etc.",3.5,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-activities
adult_05170,adult,hoạt động tại nhà,Home Activities,"ngồi, playing với child(ren), nhẹ nỗ lực, only active periods","Sitting, playing with child(ren), light effort, only active periods",2.3,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/home-activities
adult_05171,adult,hoạt động tại nhà,Home Activities,"đứng, playing với child(ren), nhẹ nỗ lực, only active periods","Standing, playing with child(ren), light effort, only active periods",2.8,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/home-activities
adult_05175,adult,hoạt động tại nhà,Home Activities,"Walking/running, playing với child(ren), vừa nỗ lực, only active periods","Walking/running, playing with child(ren), moderate effort, only active periods",3.5,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-activities
adult_05180,adult,hoạt động tại nhà,Home Activities,"Walking/running, playing với child(ren), mạnh nỗ lực, only active periods","Walking/running, playing with child(ren), vigorous effort, only active periods",5.8,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-activities
adult_05181,adult,hoạt động tại nhà,Home Activities,"đi bộ và mang vác small child, child weighing 15 lbs hoặc more","Walking and carrying small child, child weighing 15 lbs or more",3.0,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-activities
adult_05182,adult,hoạt động tại nhà,Home Activities,"đi bộ và mang vác small child, child weighing less than 15 lbs","Walking and carrying small child, child weighing less than 15 lbs",2.5,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/home-activities
adult_05183,adult,hoạt động tại nhà,Home Activities,"đứng, holding child","Standing, holding child",2.0,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/home-activities
adult_05184,adult,hoạt động tại nhà,Home Activities,"Child care, infant, chung","Child care, infant, general",2.5,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/home-activities
adult_05185,adult,hoạt động tại nhà,Home Activities,"Child care: ngồi hoặc kneeling, dressing, bathing, grooming, feeding, occasional nâng of child-light nỗ lực, chung","Child care: sitting or kneeling, dressing, bathing, grooming, feeding, occasional lifting of child-light effort, general",2.0,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/home-activities
adult_05186,adult,hoạt động tại nhà,Home Activities,"Child care: đứng, dressing, bathing, grooming, feeding, occasional nâng of child- nhẹ nỗ lực","Child care: standing, dressing, bathing, grooming, feeding, occasional lifting of child- light effort",3.5,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-activities
adult_05188,adult,hoạt động tại nhà,Home Activities,Reclining với baby,Reclining with baby,1.5,MET,3.5,ml/kg/min,sedentary,True,False,False,https://pacompendium.com/home-activities
adult_05189,adult,hoạt động tại nhà,Home Activities,"Breastfeeding, ngồi hoặc reclining","Breastfeeding, sitting or reclining",2.0,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/home-activities
adult_05190,adult,hoạt động tại nhà,Home Activities,"Sit, playing với animals, nhẹ, only active period","Sit, playing with animals, light, only active period",2.5,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/home-activities
adult_05191,adult,hoạt động tại nhà,Home Activities,"Stand, playing với animals, nhẹ nỗ lực, only active periods","Stand, playing with animals, light effort, only active periods",2.8,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/home-activities
adult_05192,adult,hoạt động tại nhà,Home Activities,"Walk hoặc run, playing với animals, chung, nhẹ nỗ lực, only active periods","Walk or run, playing with animals, general, light effort, only active periods",2.8,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/home-activities
adult_05193,adult,hoạt động tại nhà,Home Activities,"Walk/run, playing với animals, vừa nỗ lực, only active periods","Walk/run, playing with animals, moderate effort, only active periods",4.0,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-activities
adult_05194,adult,hoạt động tại nhà,Home Activities,"Walk/run, playing với animals, mạnh nỗ lực, only active periods","Walk/run, playing with animals, vigorous effort, only active periods",5.0,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-activities
adult_05195,adult,hoạt động tại nhà,Home Activities,"đứng, bathing dog","Standing, bathing dog",3.5,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-activities
adult_05197,adult,hoạt động tại nhà,Home Activities,"Animal care, household animals, chung","Animal care, household animals, general",2.3,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/home-activities
adult_05200,adult,hoạt động tại nhà,Home Activities,"Elder care, disabled adult, bathing, dressing, moving into và out of bed, only active periods","Elder care, disabled adult, bathing, dressing, moving into and out of bed, only active periods",3.0,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-activities
adult_05205,adult,hoạt động tại nhà,Home Activities,"Elder care, disabled adult, feeding, combing hair, nhẹ nỗ lực, only active periods","Elder care, disabled adult, feeding, combing hair, light effort, only active periods",1.8,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/home-activities
adult_05300,adult,hoạt động tại nhà,Home Activities,Handwashing,Handwashing,1.3,MET,3.5,ml/kg/min,sedentary,True,False,False,https://pacompendium.com/home-activities
adult_06010,adult,sửa chữa nhà cửa,Home Repair,Airplane repair,Airplane repair,3.0,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-repair
adult_06020,adult,sửa chữa nhà cửa,Home Repair,Automobile body work,Automobile body work,4.0,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-repair
adult_06030,adult,sửa chữa nhà cửa,Home Repair,"Automobile repair, nhẹ hoặc vừa nỗ lực","Automobile repair, light or moderate effort",3.3,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-repair
adult_06040,adult,sửa chữa nhà cửa,Home Repair,"Carpentry, chung, workshop (Taylor Code 620)","Carpentry, general, workshop (Taylor Code 620)",3.0,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-repair
adult_06050,adult,sửa chữa nhà cửa,Home Repair,"Carpentry, outside house, (Taylor Code 640)","Carpentry, outside house, (Taylor Code 640)",6.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/home-repair
adult_06052,adult,sửa chữa nhà cửa,Home Repair,"Carpentry, outside house, building a fence","Carpentry, outside house, building a fence",3.8,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-repair
adult_06060,adult,sửa chữa nhà cửa,Home Repair,"Carpentry, finishing, varnishing, hoặc refinishing cabinets hoặc furniture","Carpentry, finishing, varnishing, or refinishing cabinets or furniture",3.3,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-repair
adult_06070,adult,sửa chữa nhà cửa,Home Repair,"Carpentry, sawing hardwood, planing và drilling wood, moderate-to-vigorous nỗ lực","Carpentry, sawing hardwood, planing and drilling wood, moderate-to-vigorous effort",6.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/home-repair
adult_06072,adult,sửa chữa nhà cửa,Home Repair,"Carpentry, home remodeling tasks, vừa nỗ lực","Carpentry, home remodeling tasks, moderate effort",4.0,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-repair
adult_06074,adult,sửa chữa nhà cửa,Home Repair,"Carpentry, home remodeling tasks, nhẹ nỗ lực","Carpentry, home remodeling tasks, light effort",2.3,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/home-repair
adult_06080,adult,sửa chữa nhà cửa,Home Repair,"Caulking, chinking log cabin","Caulking, chinking log cabin",5.0,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-repair
adult_06090,adult,sửa chữa nhà cửa,Home Repair,"Caulking, except log cabin","Caulking, except log cabin",4.5,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-repair
adult_06100,adult,sửa chữa nhà cửa,Home Repair,Cleaning gutters,Cleaning gutters,5.0,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-repair
adult_06110,adult,sửa chữa nhà cửa,Home Repair,Excavating garage,Excavating garage,5.0,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-repair
adult_06120,adult,sửa chữa nhà cửa,Home Repair,Hanging storm windows,Hanging storm windows,5.0,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-repair
adult_06122,adult,sửa chữa nhà cửa,Home Repair,Hanging sheet rock inside house,Hanging sheet rock inside house,5.0,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-repair
adult_06124,adult,sửa chữa nhà cửa,Home Repair,Hammering nails,Hammering nails,3.0,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-repair
adult_06126,adult,sửa chữa nhà cửa,Home Repair,"sửa chữa nhà cửa, chung, nhẹ nỗ lực","Home repair, general, light effort",2.5,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/home-repair
adult_06127,adult,sửa chữa nhà cửa,Home Repair,"sửa chữa nhà cửa, chung, vừa nỗ lực","Home repair, general, moderate effort",4.5,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-repair
adult_06128,adult,sửa chữa nhà cửa,Home Repair,"sửa chữa nhà cửa, chung, mạnh nỗ lực","Home repair, general, vigorous effort",6.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/home-repair
adult_06130,adult,sửa chữa nhà cửa,Home Repair,Laying hoặc removing carpet,Laying or removing carpet,4.5,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-repair
adult_06140,adult,sửa chữa nhà cửa,Home Repair,Laying tile hoặc linoleum,Laying tile or linoleum,3.8,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-repair
adult_06144,adult,sửa chữa nhà cửa,Home Repair,Repairing appliances,Repairing appliances,3.0,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-repair
adult_06150,adult,sửa chữa nhà cửa,Home Repair,"Painting, outside home (Taylor Code 650)","Painting, outside home (Taylor Code 650)",5.0,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-repair
adult_06160,adult,sửa chữa nhà cửa,Home Repair,"Painting inside house, wallpapering, scraping paint","Painting inside house, wallpapering, scraping paint",3.3,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-repair
adult_06165,adult,sửa chữa nhà cửa,Home Repair,Painting (Taylor Code 630),Painting (Taylor Code 630),4.5,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-repair
adult_06167,adult,sửa chữa nhà cửa,Home Repair,"Plumbing, chung","Plumbing, general",3.0,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-repair
adult_06170,adult,sửa chữa nhà cửa,Home Repair,Put on và removal of tarp – sailboat,Put on and removal of tarp – sailboat,3.0,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-repair
adult_06180,adult,sửa chữa nhà cửa,Home Repair,Roofing,Roofing,6.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/home-repair
adult_06190,adult,sửa chữa nhà cửa,Home Repair,Sanding floors với a power sander,Sanding floors with a power sander,4.5,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-repair
adult_06200,adult,sửa chữa nhà cửa,Home Repair,Scraping và painting sailboat hoặc powerboat,Scraping and painting sailboat or powerboat,4.5,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-repair
adult_06205,adult,sửa chữa nhà cửa,Home Repair,Sharpening tools,Sharpening tools,2.0,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/home-repair
adult_06210,adult,sửa chữa nhà cửa,Home Repair,Spreading dirt với a shovel,Spreading dirt with a shovel,5.0,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-repair
adult_06220,adult,sửa chữa nhà cửa,Home Repair,Washing và waxing hull of sailboat hoặc airplane,Washing and waxing hull of sailboat or airplane,4.5,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-repair
adult_06225,adult,sửa chữa nhà cửa,Home Repair,Washing và waxing car,Washing and waxing car,2.0,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/home-repair
adult_06230,adult,sửa chữa nhà cửa,Home Repair,"Washing fence, painting fence, vừa nỗ lực","Washing fence, painting fence, moderate effort",4.5,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-repair
adult_06240,adult,sửa chữa nhà cửa,Home Repair,"Wiring, tapping-splicing","Wiring, tapping-splicing",3.3,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-repair
adult_07009,adult,không hoạt động,Inactivity,Lying quietly và watching television,Lying quietly and watching television,1.0,MET,3.5,ml/kg/min,sedentary,True,False,False,https://pacompendium.com/inactivity
adult_07011,adult,không hoạt động,Inactivity,"Lying quietly, doing nothing, lying trong bed awake, listening to music (not talking hoặc reading)","Lying quietly, doing nothing, lying in bed awake, listening to music (not talking or reading)",1.0,MET,3.5,ml/kg/min,sedentary,True,False,False,https://pacompendium.com/inactivity
adult_07020,adult,không hoạt động,Inactivity,"Sit, watch television","Sit, watch television",1.0,MET,3.5,ml/kg/min,sedentary,True,False,False,https://pacompendium.com/inactivity
adult_07021,adult,không hoạt động,Inactivity,"ngồi quietly, chung","Sitting quietly, general",1.0,MET,3.5,ml/kg/min,sedentary,True,False,False,https://pacompendium.com/inactivity
adult_07022,adult,không hoạt động,Inactivity,"ngồi quietly, fidgeting, chung, fidgeting hands","Sitting quietly, fidgeting, general, fidgeting hands",1.5,MET,3.5,ml/kg/min,sedentary,True,False,False,https://pacompendium.com/inactivity
adult_07023,adult,không hoạt động,Inactivity,"ngồi, fidget feet","Sitting, fidget feet",1.8,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/inactivity
adult_07024,adult,không hoạt động,Inactivity,ngồi smoking,Sitting smoking,1.3,MET,3.5,ml/kg/min,sedentary,True,False,False,https://pacompendium.com/inactivity
adult_07025,adult,không hoạt động,Inactivity,"ngồi, listening to music (not talking hoặc reading) hoặc watching a movie trong a theater","Sitting, listening to music (not talking or reading) or watching a movie in a theater",1.5,MET,3.5,ml/kg/min,sedentary,True,False,False,https://pacompendium.com/inactivity
adult_07026,adult,không hoạt động,Inactivity,"ngồi at a desk, resting head trong hands","Sitting at a desk, resting head in hands",1.3,MET,3.5,ml/kg/min,sedentary,True,False,False,https://pacompendium.com/inactivity
adult_07030,adult,không hoạt động,Inactivity,Sleeping,Sleeping,1.0,MET,3.5,ml/kg/min,sedentary,True,False,False,https://pacompendium.com/inactivity
adult_07040,adult,không hoạt động,Inactivity,đứng quietly đứng trong a line),Standing quietly (standing in a line),1.3,MET,3.5,ml/kg/min,sedentary,True,False,False,https://pacompendium.com/inactivity
