activity_id,source_compendium,category_name_vi,category_name_en,description_vi,description_en,met_value,met_type,baseline_value,baseline_unit,intensity_level,suitable_for_beginner,suitable_for_elderly,suitable_for_wheelchair_user,source_url
adult_04083,adult,Câu cá / săn bắn,Fishing Hunting,Săn bắn lớn marine động vật,Hunting large marine animals,4.0,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/fishing-hunting
adult_04085,adult,Câu cá / săn bắn,Fishing Hunting,"Săn thú lớn từ chòi săn, đi bộ ít","Hunting, large game from a hunting stand, limited walking",2.5,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/fishing-hunting
adult_04086,adult,Câu cá / săn bắn,Fishing Hunting,"Săn bắn thú săn lớn từ một ô tô, máy bay hoặc thuyền","Hunting large game from a car, plane, or boat",2.0,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/fishing-hunting
adult_04090,adult,Câu cá / săn bắn,Fishing Hunting,"Săn bắn, duck, wading","Hunting, duck, wading",2.5,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/fishing-hunting
adult_04095,adult,Câu cá / săn bắn,Fishing Hunting,"Săn bắn dơi cáo, sóc","Hunting flying fox, squirrel",3.0,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/fishing-hunting
adult_04100,adult,Câu cá / săn bắn,Fishing Hunting,"Săn bắn, thông thường","Hunting, general",5.0,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/fishing-hunting
adult_04110,adult,Câu cá / săn bắn,Fishing Hunting,"Săn bắn, pheasants hoặc grouse (Taylor Code 680)","Hunting, pheasants or grouse (Taylor Code 680)",6.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/fishing-hunting
adult_04115,adult,Câu cá / săn bắn,Fishing Hunting,Săn bắn birds,Hunting birds,3.3,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/fishing-hunting
adult_04120,adult,Câu cá / săn bắn,Fishing Hunting,"Săn bắn, rabbit, sóc, prairie chick, raccoon, thú săn nhỏ (Taylor Code 690)","Hunting, rabbit, squirrel, prairie chick, raccoon, small game (Taylor Code 690)",5.0,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/fishing-hunting
adult_04123,adult,Câu cá / săn bắn,Fishing Hunting,Săn bắn lợn rừng,"Hunting pigs, wild",3.3,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/fishing-hunting
adult_04124,adult,Câu cá / săn bắn,Fishing Hunting,"Đặt bẫy săn thú, thông thường","Trapping game, general",2.0,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/fishing-hunting
adult_04125,adult,Câu cá / săn bắn,Fishing Hunting,Săn bắn – đi bộ đường dài với săn bắn trang bị,Hunting – hiking with hunting gear,9.5,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/fishing-hunting
adult_04130,adult,Câu cá / săn bắn,Fishing Hunting,"Bắn súng ngắn hoặc bắn đĩa bay, đứng","Pistol shooting or trap shooting, standing",2.5,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/fishing-hunting
adult_04140,adult,Câu cá / săn bắn,Fishing Hunting,"Súng trường bài tập, bắn súng, nằm xuống","Rifle exercises, shooting, lying down",2.3,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/fishing-hunting
adult_04145,adult,Câu cá / săn bắn,Fishing Hunting,"Súng trường bài tập, bắn súng, quỳ hoặc đứng","Rifle exercises, shooting, kneeling or standing",2.5,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/fishing-hunting
adult_04150,adult,Câu cá / săn bắn,Fishing Hunting,"Tìm kiếm/hái lượm thực phẩm, 0-9.9kg ba lô","Foraging, 0-9.9kg backpack",2.8,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/fishing-hunting
adult_04152,adult,Câu cá / săn bắn,Fishing Hunting,"Tìm kiếm/hái lượm thực phẩm, 10-15kg ba lô","Foraging, 10-15kg backpack",3.0,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/fishing-hunting
adult_04160,adult,Câu cá / săn bắn,Fishing Hunting,"Ngồi trong thuyền, hành khách","Sitting in boat, passenger",1.0,MET,3.5,ml/kg/min,sedentary,True,False,False,https://pacompendium.com/fishing-hunting
adult_04164,adult,Câu cá / săn bắn,Fishing Hunting,Đứng trong thuyền,Standing in boat,1.5,MET,3.5,ml/kg/min,sedentary,True,False,False,https://pacompendium.com/fishing-hunting
adult_04168,adult,Câu cá / săn bắn,Fishing Hunting,Hoạt động trên thuyền: nâng và hạ vật,"Activities in a boat, lifting, lowering",3.3,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/fishing-hunting
adult_05010,adult,Hoạt động tại nhà,Home Activities,"Dọn dẹp, quét dọn thảm hoặc sàn, thông thường","Cleaning, sweeping carpet or floors, general",3.3,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-activities
adult_05011,adult,Hoạt động tại nhà,Home Activities,"Dọn dẹp, quét dọn, chậm, cường độ nhẹ","Cleaning, sweeping, slow, light effort",2.3,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/home-activities
adult_05012,adult,Hoạt động tại nhà,Home Activities,"Dọn dẹp, quét dọn, nhanh, cường độ vừa","Cleaning, sweeping, fast, moderate effort",3.8,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-activities
adult_05020,adult,Hoạt động tại nhà,Home Activities,"Dọn dẹp nặng hoặc lớn (ví dụ: rửa ô tô, dọn gara), cường độ vừa","Cleaning heavy or major (e.g., wash car, clean garage), moderate effort",3.5,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-activities
adult_05021,adult,Hoạt động tại nhà,Home Activities,"Dọn dẹp, lau sàn, đứng, cường độ vừa","Cleaning, mopping, standing, moderate effort",3.5,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-activities
adult_05022,adult,Hoạt động tại nhà,Home Activities,"Lau cửa sổ, rửa cửa sổ, thông thường","Cleaning windows, washing windows, general",3.3,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-activities
adult_05023,adult,Hoạt động tại nhà,Home Activities,"Lau sàn, đứng, cường độ nhẹ","Mopping, standing, light effort",2.5,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/home-activities
adult_05024,adult,Hoạt động tại nhà,Home Activities,"Đánh bóng sàn, đứng, đi bộ chậm, sử dụng máy đánh bóng điện","Polishing floors, standing, walking slowly, using electric polishing machine",4.5,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-activities
adult_05025,adult,Hoạt động tại nhà,Home Activities,"Thực hiện nhiều việc nhà cùng lúc, cường độ nhẹ","Multiple household tasks all at once, light effort",2.8,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/home-activities
adult_05026,adult,Hoạt động tại nhà,Home Activities,"Thực hiện nhiều việc nhà cùng lúc, cường độ vừa","Multiple household tasks all at once, moderate effort",3.3,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-activities
adult_05027,adult,Hoạt động tại nhà,Home Activities,"Thực hiện nhiều việc nhà cùng lúc, cường độ cao","Multiple household tasks all at once, vigorous effort",4.3,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-activities
adult_05030,adult,Hoạt động tại nhà,Home Activities,"Dọn dẹp, nhà hoặc cabin, thông thường, cường độ vừa","Cleaning, house or cabin, general, moderate effort",3.3,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-activities
adult_05032,adult,Hoạt động tại nhà,Home Activities,"Lau bụi hoặc đánh bóng đồ nội thất, thông thường","Dusting or polishing furniture, general",2.5,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/home-activities
adult_05035,adult,Hoạt động tại nhà,Home Activities,"Bếp activity, thông thường, (ví dụ: nấu ăn, rửa chén bát, dọn dẹp lên) cường độ vừa","Kitchen activity, general, (e.g., cooking, washing dishes, cleaning up) moderate effort",3.3,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-activities
adult_05040,adult,Hoạt động tại nhà,Home Activities,"Dọn dẹp, thông thường (sắp xếp gọn, thay ga/vải trải, mang rác ra ngoài), cường độ nhẹ","Cleaning, general (straightening up, changing linen, carrying out trash), light effort",2.5,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/home-activities
adult_05041,adult,Hoạt động tại nhà,Home Activities,"Rửa chén bát, đứng hoặc trong thông thường (không tách riêng phần đứng/đi bộ)","Wash dishes, standing or in general (not broken into stand/walk components)",2.0,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/home-activities
adult_05042,adult,Hoạt động tại nhà,Home Activities,"Rửa chén bát, dọn chén bát khỏi bàn, đi bộ, cường độ nhẹ","Wash dishes, clearing dishes from table, walking, light effort",2.0,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/home-activities
adult_05043,adult,Hoạt động tại nhà,Home Activities,"Hút bụi, thông thường, cường độ vừa","Vacuuming, general, moderate effort",3.0,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-activities
adult_05044,adult,Hoạt động tại nhà,Home Activities,"Sơ chế/xẻ thịt động vật, nhỏ","Butchering animals, small",3.0,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-activities
adult_05045,adult,Hoạt động tại nhà,Home Activities,"Sơ chế/xẻ thịt động vật, lớn, cường độ cao","Butchering animals, large, vigorous effort",6.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/home-activities
adult_05046,adult,Hoạt động tại nhà,Home Activities,"Cắt và hun khói cá, phơi/sấy cá hoặc thịt","Cutting and smoking fish, drying fish or meat",2.3,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/home-activities
adult_05048,adult,Hoạt động tại nhà,Home Activities,"Tanning hides, thông thường","Tanning hides, general",4.0,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-activities
adult_05049,adult,Hoạt động tại nhà,Home Activities,"Nấu ăn hoặc chuẩn bị thực phẩm, cường độ vừa","Cooking or food preparation, moderate effort",3.5,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-activities
adult_05050,adult,Hoạt động tại nhà,Home Activities,"Nấu ăn hoặc chuẩn bị thực phẩm – đứng hoặc ngồi hoặc trong thông thường (không tách riêng phần đứng/đi bộ), dụng cụ gia dụng thủ công, cường độ nhẹ","Cooking or food preparation – standing or sitting or in general (not broken into stand/walk components), manual appliances, light effort",2.0,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/home-activities
adult_05051,adult,Hoạt động tại nhà,Home Activities,"Nấu ăn hoặc chuẩn bị thực phẩm, đi bộ","Cooking or food preparation, walking",2.3,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/home-activities
adult_05052,adult,Hoạt động tại nhà,Home Activities,"Phục vụ thực phẩm, bày/dọn bàn ăn, ước tính đi bộ hoặc đứng","Serving food, setting/cleaning table, implied walking or standing",2.3,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/home-activities
adult_05053,adult,Hoạt động tại nhà,Home Activities,Cho ăn việc nhà động vật,Feeding household animals,2.5,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/home-activities
adult_05054,adult,Hoạt động tại nhà,Home Activities,"Mang đồ tạp hóa, trên địa hình bằng phẳng, đi bộ","carrying groceries, on level ground, walking",3.5,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-activities
adult_05055,adult,Hoạt động tại nhà,Home Activities,"Cất đồ tạp hóa (ví dụ: mang đồ tạp hóa, mang vác packages)","Putting away groceries (e.g. carrying groceries, carrying packages)",2.5,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/home-activities
adult_05056,adult,Hoạt động tại nhà,Home Activities,Mang đồ tạp hóa lên cầu thang,Carrying groceries upstairs,5.3,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-activities
adult_05057,adult,Hoạt động tại nhà,Home Activities,Nấu bánh mì Ấn Độ hoặc thực phẩm khác trên bếp ngoài trời,Cooking Indian bread or other food on an outside stove,3.0,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-activities
adult_05060,adult,Hoạt động tại nhà,Home Activities,Thực phẩm mua sắm với hoặc không có một tạp hóa xe đẩy; mang vác một 10 lb bag; đứng hoặc đi bộ,Food shopping with or without a grocery cart; carrying a 10 lb bag; standing or walking,3.3,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-activities
adult_05065,adult,Hoạt động tại nhà,Home Activities,"Non-thực phẩm mua sắm, với hoặc không có xe đẩy, đứng hoặc đi bộ","Non-food shopping, with or without cart, standing or walking",2.3,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/home-activities
adult_05070,adult,Hoạt động tại nhà,Home Activities,Ủi quần áo,Ironing,1.8,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/home-activities
adult_05080,adult,Hoạt động tại nhà,Home Activities,"Đan len, may vá, cường độ nhẹ, gói quà, ngồi","Knitting, sewing, light effort, wrapping presents, sitting",1.3,MET,3.5,ml/kg/min,sedentary,True,False,False,https://pacompendium.com/home-activities
adult_05082,adult,Hoạt động tại nhà,Home Activities,May vá với một máy,Sewing with a machine,2.8,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/home-activities
adult_05090,adult,Hoạt động tại nhà,Home Activities,"Giặt giũ, gấp hoặc treo quần áo, cho quần áo vào máy giặt hoặc máy sấy, đóng gói vali, giặt quần áo bằng tay, ước tính đứng, cường độ nhẹ","Laundry, fold or hang clothes, put clothes in washer or dryer, packing suitcase, washing clothes by hand, implied standing, light effort",2.3,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/home-activities
adult_05091,adult,Hoạt động tại nhà,Home Activities,"Giặt giũ, gấp hoặc treo quần áo, ngồi","Laundry, fold or hang clothes, sitting",2.0,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/home-activities
adult_05092,adult,Hoạt động tại nhà,Home Activities,"Giặt giũ, cường độ vừa","Laundry, moderate effort",4.0,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-activities
adult_05095,adult,Hoạt động tại nhà,Home Activities,"Giặt giũ, cất quần áo, gom quần áo để đóng gói, cất giặt giũ, ước tính đi bộ","Laundry, putting away clothes, gathering clothes to pack, putting away laundry, implied walking",2.0,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/home-activities
adult_05100,adult,Hoạt động tại nhà,Home Activities,"Dọn giường, thay ga/vải trải","Making bed, changing linens",3.0,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-activities
adult_05110,adult,Hoạt động tại nhà,Home Activities,"Thu hoạch/chế biến si-rô cây phong (bao gồm mang xô, mang gỗ/củi)","Maple syruping/sugar bushing (including carrying buckets, carrying wood)",5.0,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-activities
adult_05120,adult,Hoạt động tại nhà,Home Activities,"Di chuyển đồ nội thất, đồ dùng trong nhà, mang vác thùng / hộp","Moving furniture, household items, carrying boxes",5.8,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-activities
adult_05121,adult,Hoạt động tại nhà,Home Activities,"Di chuyển, nâng nhẹ tải","Moving, lifting light loads",5.0,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-activities
adult_05125,adult,Hoạt động tại nhà,Home Activities,Organizing một phòng,Organizing a room,4.8,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-activities
adult_05130,adult,Hoạt động tại nhà,Home Activities,"Chà sàn, trên hai tay và đầu gối, cọ rửa phòng tắm, bồn tắm, cường độ vừa","Scrubbing floors, on hands and knees, scrubbing bathroom, bathtub, moderate effort",3.5,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-activities
adult_05131,adult,Hoạt động tại nhà,Home Activities,"Chà sàn, trên hai tay và đầu gối, cọ rửa phòng tắm, bồn tắm, cường độ nhẹ","Scrubbing floors, on hands and knees, scrubbing bathroom, bathtub, light effort",2.0,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/home-activities
adult_05132,adult,Hoạt động tại nhà,Home Activities,"Chà sàn, trên hai tay và đầu gối, cọ rửa phòng tắm, bồn tắm, cường độ cao","Scrubbing floors, on hands and knees, scrubbing bathroom, bathtub, vigorous effort",6.5,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/home-activities
adult_05140,adult,Hoạt động tại nhà,Home Activities,"Quét dọn gara, vỉa hè, hoặc bên ngoài nhà","Sweeping garage, sidewalk, or outside house",3.0,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-activities
adult_05146,adult,Hoạt động tại nhà,Home Activities,"Đứng, đóng gói/unpacking thùng / hộp, thỉnh thoảng nâng nhẹ đồ dùng trong nhà, xếp hoặc dỡ đồ khỏi ô tô, cường độ vừa","Standing, packing/unpacking boxes, occasional lifting lightweight household items, loading or unloading items into a car, moderate effort",3.8,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-activities
adult_05147,adult,Hoạt động tại nhà,Home Activities,"Ước tính đi bộ, cất đồ dùng trong nhà, cường độ vừa","Implied walking, putting away household items, moderate effort",3.0,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-activities
adult_05148,adult,Hoạt động tại nhà,Home Activities,Tưới nước cây,Watering plants,2.0,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/home-activities
adult_05149,adult,Hoạt động tại nhà,Home Activities,Xây dựng một cháy bên trong,Building a fire inside,2.5,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/home-activities
adult_05150,adult,Hoạt động tại nhà,Home Activities,"Di chuyển đồ dùng trong nhà lên cầu thang, mang vác thùng / hộp hoặc đồ nội thất","Moving household items upstairs, carrying boxes or furniture",9.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/home-activities
adult_05160,adult,Hoạt động tại nhà,Home Activities,"Đứng, cường độ nhẹ công việc (pump gas, change nhẹ bulb, v.v.)","Standing, light effort tasks (pump gas, change light bulb, etc.)",2.0,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/home-activities
adult_05165,adult,Hoạt động tại nhà,Home Activities,"Đi bộ, thực hiện công việc cường độ vừa, không phải dọn dẹp (chuẩn bị rời nhà, đóng/khóa cửa, đóng cửa sổ, v.v.)","Walking, moderate effort tasks, non-cleaning (readying to leave, shut/lock doors, close windows, etc.",3.5,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-activities
adult_05170,adult,Hoạt động tại nhà,Home Activities,"Ngồi, chơi với trẻ em(ren), cường độ nhẹ, chỉ tính thời gian thực sự vận động","Sitting, playing with child(ren), light effort, only active periods",2.3,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/home-activities
adult_05171,adult,Hoạt động tại nhà,Home Activities,"Đứng, chơi với trẻ em(ren), cường độ nhẹ, chỉ tính thời gian thực sự vận động","Standing, playing with child(ren), light effort, only active periods",2.8,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/home-activities
adult_05175,adult,Hoạt động tại nhà,Home Activities,"Đi bộ/chạy bộ, chơi với trẻ em(ren), cường độ vừa, chỉ tính thời gian thực sự vận động","Walking/running, playing with child(ren), moderate effort, only active periods",3.5,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-activities
adult_05180,adult,Hoạt động tại nhà,Home Activities,"Đi bộ/chạy bộ, chơi với trẻ em(ren), cường độ cao, chỉ tính thời gian thực sự vận động","Walking/running, playing with child(ren), vigorous effort, only active periods",5.8,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-activities
adult_05181,adult,Hoạt động tại nhà,Home Activities,"Đi bộ và mang nhỏ trẻ em, trẻ em nặng 15 lbs hoặc hơn","Walking and carrying small child, child weighing 15 lbs or more",3.0,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-activities
adult_05182,adult,Hoạt động tại nhà,Home Activities,"Đi bộ và mang nhỏ trẻ em, trẻ em nặng dưới 15 lbs","Walking and carrying small child, child weighing less than 15 lbs",2.5,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/home-activities
adult_05183,adult,Hoạt động tại nhà,Home Activities,"Đứng, holding trẻ em","Standing, holding child",2.0,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/home-activities
adult_05184,adult,Hoạt động tại nhà,Home Activities,"Chăm sóc trẻ em, infant, thông thường","Child care, infant, general",2.5,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/home-activities
adult_05185,adult,Hoạt động tại nhà,Home Activities,"Chăm sóc trẻ em: ngồi hoặc quỳ, mặc quần áo, tắm, vệ sinh cá nhân, cho ăn, thỉnh thoảng nâng của trẻ em-nhẹ nỗ lực, thông thường","Child care: sitting or kneeling, dressing, bathing, grooming, feeding, occasional lifting of child-light effort, general",2.0,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/home-activities
adult_05186,adult,Hoạt động tại nhà,Home Activities,"Chăm sóc trẻ em: đứng, mặc quần áo, tắm, vệ sinh cá nhân, cho ăn, thỉnh thoảng nâng của trẻ em- cường độ nhẹ","Child care: standing, dressing, bathing, grooming, feeding, occasional lifting of child- light effort",3.5,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-activities
adult_05188,adult,Hoạt động tại nhà,Home Activities,Nằm/ngả lưng cùng em bé,Reclining with baby,1.5,MET,3.5,ml/kg/min,sedentary,True,False,False,https://pacompendium.com/home-activities
adult_05189,adult,Hoạt động tại nhà,Home Activities,"Breastfeeding, ngồi hoặc ngả lưng","Breastfeeding, sitting or reclining",2.0,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/home-activities
adult_05190,adult,Hoạt động tại nhà,Home Activities,"Sit, chơi với động vật, nhẹ, chỉ vận động period","Sit, playing with animals, light, only active period",2.5,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/home-activities
adult_05191,adult,Hoạt động tại nhà,Home Activities,"Đứng, chơi với động vật, cường độ nhẹ, chỉ tính thời gian thực sự vận động","Stand, playing with animals, light effort, only active periods",2.8,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/home-activities
adult_05192,adult,Hoạt động tại nhà,Home Activities,"Đi bộ hoặc chạy, chơi với động vật, thông thường, cường độ nhẹ, chỉ tính thời gian thực sự vận động","Walk or run, playing with animals, general, light effort, only active periods",2.8,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/home-activities
adult_05193,adult,Hoạt động tại nhà,Home Activities,"Đi bộ/chạy, chơi với động vật, cường độ vừa, chỉ tính thời gian thực sự vận động","Walk/run, playing with animals, moderate effort, only active periods",4.0,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-activities
adult_05194,adult,Hoạt động tại nhà,Home Activities,"Đi bộ/chạy, chơi với động vật, cường độ cao, chỉ tính thời gian thực sự vận động","Walk/run, playing with animals, vigorous effort, only active periods",5.0,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-activities
adult_05195,adult,Hoạt động tại nhà,Home Activities,"Đứng, tắm dog","Standing, bathing dog",3.5,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-activities
adult_05197,adult,Hoạt động tại nhà,Home Activities,"Chăm sóc động vật, việc nhà động vật, thông thường","Animal care, household animals, general",2.3,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/home-activities
adult_05200,adult,Hoạt động tại nhà,Home Activities,"Chăm sóc người cao tuổi/người lớn khuyết tật: tắm, mặc quần áo, hỗ trợ lên/xuống giường; chỉ tính thời gian thực sự vận động","Elder care, disabled adult, bathing, dressing, moving into and out of bed, only active periods",3.0,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-activities
adult_05205,adult,Hoạt động tại nhà,Home Activities,"Chăm sóc người cao tuổi, người lớn khuyết tật, cho ăn, chải tóc, cường độ nhẹ, chỉ tính thời gian thực sự vận động","Elder care, disabled adult, feeding, combing hair, light effort, only active periods",1.8,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/home-activities
adult_05300,adult,Hoạt động tại nhà,Home Activities,Rửa tay,Handwashing,1.3,MET,3.5,ml/kg/min,sedentary,True,False,False,https://pacompendium.com/home-activities
adult_06010,adult,Sửa chữa nhà cửa,Home Repair,Sửa chữa máy bay,Airplane repair,3.0,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-repair
adult_06020,adult,Sửa chữa nhà cửa,Home Repair,Làm thân vỏ ô tô,Automobile body work,4.0,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-repair
adult_06030,adult,Sửa chữa nhà cửa,Home Repair,"Sửa chữa ô tô, nhẹ hoặc cường độ vừa","Automobile repair, light or moderate effort",3.3,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-repair
adult_06040,adult,Sửa chữa nhà cửa,Home Repair,"Làm mộc, thông thường, workshop (Taylor Code 620)","Carpentry, general, workshop (Taylor Code 620)",3.0,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-repair
adult_06050,adult,Sửa chữa nhà cửa,Home Repair,"Làm mộc, bên ngoài nhà, (Taylor Code 640)","Carpentry, outside house, (Taylor Code 640)",6.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/home-repair
adult_06052,adult,Sửa chữa nhà cửa,Home Repair,"Làm mộc, bên ngoài nhà, xây dựng một hàng rào","Carpentry, outside house, building a fence",3.8,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-repair
adult_06060,adult,Sửa chữa nhà cửa,Home Repair,"Làm mộc, hoàn thiện, đánh vecni hoặc làm mới tủ/đồ nội thất","Carpentry, finishing, varnishing, or refinishing cabinets or furniture",3.3,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-repair
adult_06070,adult,Sửa chữa nhà cửa,Home Repair,"Làm mộc, cưa hardwood, bào và khoan gỗ, cường độ vừa đến cao","Carpentry, sawing hardwood, planing and drilling wood, moderate-to-vigorous effort",6.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/home-repair
adult_06072,adult,Sửa chữa nhà cửa,Home Repair,"Làm mộc, công việc cải tạo nhà, cường độ vừa","Carpentry, home remodeling tasks, moderate effort",4.0,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-repair
adult_06074,adult,Sửa chữa nhà cửa,Home Repair,"Làm mộc, công việc cải tạo nhà, cường độ nhẹ","Carpentry, home remodeling tasks, light effort",2.3,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/home-repair
adult_06080,adult,Sửa chữa nhà cửa,Home Repair,"Trám khe, chèn/trám khe nhà gỗ","Caulking, chinking log cabin",5.0,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-repair
adult_06090,adult,Sửa chữa nhà cửa,Home Repair,"Trám khe, except log cabin","Caulking, except log cabin",4.5,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-repair
adult_06100,adult,Sửa chữa nhà cửa,Home Repair,Dọn dẹp gutters,Cleaning gutters,5.0,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/home-repair
