food_id,canonical_food_id,source_name,source_food_id,source_priority,name_vi,name_en,display_name,category_vi,category_en,item_type,processing_level,is_core_food,is_branded,brand_name,recommendation_priority,waste_percent,water_g,kcal_per_100g,protein_g,fat_g,carb_g,fiber_g,sugar_g,ash_g,sodium_mg,potassium_mg,phosphorus_mg,calcium_mg,iron_mg,magnesium_mg,zinc_mg,cholesterol_mg,saturated_fat_g,trans_fat_g,purine_mg,preferred_source,needs_manual_review,review_reason,search_text_vi,search_text_en,fallback_source_name,fallback_source_food_id,fallback_reason,nutrient_source_note
FOOD001312,CANON001294,SR Legacy,168739,3,"Bò, chuck, top blade, separable nạc only, trimmed to 0"" fat, select, chín, broiled","Beef, chuck, top blade, separable lean only, trimmed to 0"" fat, select, cooked, broiled","Bò, chuck, top blade, separable nạc only, trimmed to 0"" fat, select, chín, broiled",Thịt bò và sản phẩm từ thịt bò,Beef Products,cooked_food,processed,True,False,,medium,,64.32,184.0,26.16,8.0,0.0,0.0,0.0,1.21,68.0,304.0,217.0,7.0,2.8,24.0,8.92,94.0,2.71,,,SR Legacy,True,low_confidence_translation; technical_cut_name,"Tên: Bò, chuck, top blade, separable nạc only, trimmed to 0"" fat, select, chín, broiled. Nhóm: Thịt bò và sản phẩm từ thịt bò. Loại: cooked_food. Mức chế biến: processed. Ghi chú: Thực phẩm cơ bản.","Name: Beef, chuck, top blade, separable lean only, trimmed to 0"" fat, select, cooked, broiled. Category: Beef Products. Type: cooked_food. Processing level: processed.",,,,
FOOD001313,CANON001295,SR Legacy,168740,3,"Bò, round, top round steak, không xương, separable nạc and fat, trimmed to 0"" fat, choice, chín, nướng","Beef, round, top round steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled","Bò, round, top round steak, không xương, separable nạc and fat, trimmed to 0"" fat, choice, chín, nướng",Thịt bò và sản phẩm từ thịt bò,Beef Products,beverage,minimally_processed,True,False,,high,,64.09,170.0,30.12,4.62,0.0,0.0,0.0,1.21,78.0,426.0,305.0,18.0,3.26,17.0,5.22,86.0,1.769,0.212,,SR Legacy,True,low_confidence_translation; technical_cut_name,"Tên: Bò, round, top round steak, không xương, separable nạc and fat, trimmed to 0"" fat, choice, chín, nướng. Nhóm: Thịt bò và sản phẩm từ thịt bò. Loại: beverage. Mức chế biến: minimally_processed. Ghi chú: Thực phẩm cơ bản.","Name: Beef, round, top round steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled. Category: Beef Products. Type: beverage. Processing level: minimally_processed.",,,,
FOOD001314,CANON001296,SR Legacy,168741,3,"Bò, round, top round steak, không xương, separable nạc and fat, trimmed to 0"" fat, select, chín, nướng","Beef, round, top round steak, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled","Bò, round, top round steak, không xương, separable nạc and fat, trimmed to 0"" fat, select, chín, nướng",Thịt bò và sản phẩm từ thịt bò,Beef Products,beverage,minimally_processed,True,False,,high,,65.58,162.0,29.7,3.85,0.0,0.0,0.0,1.25,76.0,436.0,304.0,19.0,3.25,16.0,4.89,88.0,1.502,0.212,,SR Legacy,True,low_confidence_translation; technical_cut_name,"Tên: Bò, round, top round steak, không xương, separable nạc and fat, trimmed to 0"" fat, select, chín, nướng. Nhóm: Thịt bò và sản phẩm từ thịt bò. Loại: beverage. Mức chế biến: minimally_processed. Ghi chú: Thực phẩm cơ bản.","Name: Beef, round, top round steak, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled. Category: Beef Products. Type: beverage. Processing level: minimally_processed.",,,,
FOOD001315,CANON001297,SR Legacy,168742,3,"Bò, chuck eye roast, không xương, america's bò roast, separable nạc only, trimmed to 0"" fat, select, sống","Beef, chuck eye roast, boneless, America's Beef Roast, separable lean only, trimmed to 0"" fat, select, raw","Bò, chuck eye roast, không xương, america's bò roast, separable nạc only, trimmed to 0"" fat, select, sống",Thịt bò và sản phẩm từ thịt bò,Beef Products,raw_ingredient,unprocessed,True,False,,high,,72.96,133.0,20.52,5.71,0.0,0.0,0.0,1.01,86.0,393.0,200.0,19.0,2.21,21.0,8.29,74.0,1.61,0.34,,SR Legacy,True,low_confidence_translation; technical_cut_name,"Tên: Bò, chuck eye roast, không xương, america's bò roast, separable nạc only, trimmed to 0"" fat, select, sống. Nhóm: Thịt bò và sản phẩm từ thịt bò. Loại: raw_ingredient. Mức chế biến: unprocessed. Ghi chú: Thực phẩm cơ bản.","Name: Beef, chuck eye roast, boneless, America's Beef Roast, separable lean only, trimmed to 0"" fat, select, raw. Category: Beef Products. Type: raw_ingredient. Processing level: unprocessed.",,,,
FOOD001316,CANON001298,SR Legacy,168743,3,"Bò, brisket, flat half, không xương, separable nạc and fat, trimmed to 0"" fat, choice, sống","Beef, brisket, flat half, boneless, separable lean and fat, trimmed to 0"" fat, choice, raw","Bò, brisket, flat half, không xương, separable nạc and fat, trimmed to 0"" fat, choice, sống",Thịt bò và sản phẩm từ thịt bò,Beef Products,raw_ingredient,unprocessed,True,False,,high,,69.47,169.0,20.15,9.86,0.0,0.0,0.0,0.96,79.0,349.0,212.0,13.0,1.98,22.0,4.93,67.0,3.704,0.503,,SR Legacy,True,low_confidence_translation; technical_cut_name,"Tên: Bò, brisket, flat half, không xương, separable nạc and fat, trimmed to 0"" fat, choice, sống. Nhóm: Thịt bò và sản phẩm từ thịt bò. Loại: raw_ingredient. Mức chế biến: unprocessed. Ghi chú: Thực phẩm cơ bản.","Name: Beef, brisket, flat half, boneless, separable lean and fat, trimmed to 0"" fat, choice, raw. Category: Beef Products. Type: raw_ingredient. Processing level: unprocessed.",,,,
FOOD001317,CANON001299,SR Legacy,168744,3,"Bò, plate, inside skirt steak, separable nạc only, trimmed to 0"" fat, all grades, chín, broiled","Beef, plate, inside skirt steak, separable lean only, trimmed to 0"" fat, all grades, cooked, broiled","Bò, plate, inside skirt steak, separable nạc only, trimmed to 0"" fat, all grades, chín, broiled",Thịt bò và sản phẩm từ thịt bò,Beef Products,beverage,processed,True,False,,medium,,61.77,205.0,26.66,10.06,0.0,0.0,0.0,1.09,76.0,295.0,236.0,11.0,2.83,24.0,7.43,85.0,3.85,,,SR Legacy,True,low_confidence_translation; technical_cut_name,"Tên: Bò, plate, inside skirt steak, separable nạc only, trimmed to 0"" fat, all grades, chín, broiled. Nhóm: Thịt bò và sản phẩm từ thịt bò. Loại: beverage. Mức chế biến: processed. Ghi chú: Thực phẩm cơ bản.","Name: Beef, plate, inside skirt steak, separable lean only, trimmed to 0"" fat, all grades, cooked, broiled. Category: Beef Products. Type: beverage. Processing level: processed.",,,,
FOOD001318,CANON001300,SR Legacy,168745,3,"Bò, plate, outside skirt steak, separable nạc only, trimmed to 0"" fat, all grades, chín, broiled","Beef, plate, outside skirt steak, separable lean only, trimmed to 0"" fat, all grades, cooked, broiled","Bò, plate, outside skirt steak, separable nạc only, trimmed to 0"" fat, all grades, chín, broiled",Thịt bò và sản phẩm từ thịt bò,Beef Products,beverage,processed,True,False,,medium,,59.17,233.0,24.18,14.37,0.0,0.0,0.0,0.95,94.0,393.0,221.0,10.0,2.66,25.0,5.72,91.0,5.97,,,SR Legacy,True,low_confidence_translation; technical_cut_name,"Tên: Bò, plate, outside skirt steak, separable nạc only, trimmed to 0"" fat, all grades, chín, broiled. Nhóm: Thịt bò và sản phẩm từ thịt bò. Loại: beverage. Mức chế biến: processed. Ghi chú: Thực phẩm cơ bản.","Name: Beef, plate, outside skirt steak, separable lean only, trimmed to 0"" fat, all grades, cooked, broiled. Category: Beef Products. Type: beverage. Processing level: processed.",,,,
FOOD001319,CANON001301,SR Legacy,168867,3,"Cornmeal, degermed, enriched, vàng","Cornmeal, degermed, enriched, yellow","Cornmeal, degermed, enriched, vàng",Ngũ cốc và mì/nui,Cereal Grains and Pasta,basic_food,minimally_processed,True,False,,high,,11.18,370.0,7.11,1.75,79.45,3.9,1.61,0.51,7.0,142.0,99.0,3.0,4.36,32.0,0.66,0.0,0.22,0.0,,SR Legacy,True,low_confidence_translation,"Tên: Cornmeal, degermed, enriched, vàng. Nhóm: Ngũ cốc và mì/nui. Loại: basic_food. Mức chế biến: minimally_processed. Ghi chú: Thực phẩm cơ bản.","Name: Cornmeal, degermed, enriched, yellow. Category: Cereal Grains and Pasta. Type: basic_food. Processing level: minimally_processed.",,,,
FOOD001320,CANON001302,SR Legacy,168868,3,"Cornmeal, vàng, self-rising, bolted, plain, enriched","Cornmeal, yellow, self-rising, bolted, plain, enriched","Cornmeal, vàng, self-rising, bolted, plain, enriched",Ngũ cốc và mì/nui,Cereal Grains and Pasta,basic_food,minimally_processed,True,False,,high,,12.59,334.0,8.28,3.4,70.28,6.7,,5.45,1247.0,255.0,804.0,361.0,5.76,86.0,2.0,0.0,0.478,,,SR Legacy,True,low_confidence_translation,"Tên: Cornmeal, vàng, self-rising, bolted, plain, enriched. Nhóm: Ngũ cốc và mì/nui. Loại: basic_food. Mức chế biến: minimally_processed. Ghi chú: Thực phẩm cơ bản.","Name: Cornmeal, yellow, self-rising, bolted, plain, enriched. Category: Cereal Grains and Pasta. Type: basic_food. Processing level: minimally_processed.",,,,
FOOD001321,CANON001303,SR Legacy,168869,3,"Cornmeal, vàng, self-rising, bolted, with wheat flour added, enriched","Cornmeal, yellow, self-rising, bolted, with wheat flour added, enriched","Cornmeal, vàng, self-rising, bolted, with wheat flour added, enriched",Ngũ cốc và mì/nui,Cereal Grains and Pasta,basic_food,minimally_processed,True,False,,high,,10.33,348.0,8.41,2.85,73.43,6.3,,4.98,1319.0,207.0,651.0,299.0,4.95,54.0,1.39,0.0,0.4,,,SR Legacy,True,low_confidence_translation; possible_word_by_word_translation,"Tên: Cornmeal, vàng, self-rising, bolted, with wheat flour added, enriched. Nhóm: Ngũ cốc và mì/nui. Loại: basic_food. Mức chế biến: minimally_processed. Ghi chú: Thực phẩm cơ bản.","Name: Cornmeal, yellow, self-rising, bolted, with wheat flour added, enriched. Category: Cereal Grains and Pasta. Type: basic_food. Processing level: minimally_processed.",,,,
FOOD001322,CANON001304,SR Legacy,168870,3,"Cornmeal, vàng, self-rising, degermed, enriched","Cornmeal, yellow, self-rising, degermed, enriched","Cornmeal, vàng, self-rising, degermed, enriched",Ngũ cốc và mì/nui,Cereal Grains and Pasta,basic_food,minimally_processed,True,False,,high,,10.17,355.0,8.41,1.72,74.79,7.1,,4.91,1348.0,170.0,623.0,350.0,4.73,49.0,1.0,0.0,0.234,,,SR Legacy,True,low_confidence_translation,"Tên: Cornmeal, vàng, self-rising, degermed, enriched. Nhóm: Ngũ cốc và mì/nui. Loại: basic_food. Mức chế biến: minimally_processed. Ghi chú: Thực phẩm cơ bản.","Name: Cornmeal, yellow, self-rising, degermed, enriched. Category: Cereal Grains and Pasta. Type: basic_food. Processing level: minimally_processed.",,,,
FOOD001323,CANON001305,SR Legacy,168871,3,"Millet, chín","Millet, cooked","Millet, chín",Ngũ cốc và mì/nui,Cereal Grains and Pasta,cooked_food,minimally_processed,True,False,,high,,71.41,119.0,3.51,1.0,23.67,1.3,0.13,0.41,2.0,62.0,100.0,3.0,0.63,44.0,0.91,0.0,0.172,,,SR Legacy,True,low_confidence_translation,"Tên: Millet, chín. Nhóm: Ngũ cốc và mì/nui. Loại: cooked_food. Mức chế biến: minimally_processed. Ghi chú: Thực phẩm cơ bản.","Name: Millet, cooked. Category: Cereal Grains and Pasta. Type: cooked_food. Processing level: minimally_processed.",,,,
FOOD001324,CANON001306,SR Legacy,168872,3,"Oat bran, sống","Oat bran, raw","Oat bran, sống",Ngũ cốc và mì/nui,Cereal Grains and Pasta,raw_ingredient,unprocessed,True,False,,high,,6.55,246.0,17.3,7.03,66.22,15.4,1.45,2.89,4.0,566.0,734.0,58.0,5.41,235.0,3.11,0.0,1.328,,,SR Legacy,True,low_confidence_translation,"Tên: Oat bran, sống. Nhóm: Ngũ cốc và mì/nui. Loại: raw_ingredient. Mức chế biến: unprocessed. Ghi chú: Thực phẩm cơ bản.","Name: Oat bran, raw. Category: Cereal Grains and Pasta. Type: raw_ingredient. Processing level: unprocessed.",,,,
FOOD001325,CANON001307,SR Legacy,168873,3,"Oat bran, chín","Oat bran, cooked","Oat bran, chín",Ngũ cốc và mì/nui,Cereal Grains and Pasta,cooked_food,minimally_processed,True,False,,high,,84.0,40.0,3.21,0.86,11.44,2.6,,0.49,1.0,92.0,119.0,10.0,0.88,40.0,0.53,0.0,0.163,,,SR Legacy,True,low_confidence_translation,"Tên: Oat bran, chín. Nhóm: Ngũ cốc và mì/nui. Loại: cooked_food. Mức chế biến: minimally_processed. Ghi chú: Thực phẩm cơ bản.","Name: Oat bran, cooked. Category: Cereal Grains and Pasta. Type: cooked_food. Processing level: minimally_processed.",,,,
FOOD001326,CANON001308,SR Legacy,168874,3,"Quinoa, uncooked","Quinoa, uncooked","Quinoa, uncooked",Ngũ cốc và mì/nui,Cereal Grains and Pasta,cooked_food,minimally_processed,True,False,,high,,13.28,368.0,14.12,6.07,64.16,7.0,,2.38,5.0,563.0,457.0,47.0,4.57,197.0,3.1,0.0,0.706,,,SR Legacy,True,low_confidence_translation; possible_word_by_word_translation,"Tên: Quinoa, uncooked. Nhóm: Ngũ cốc và mì/nui. Loại: cooked_food. Mức chế biến: minimally_processed. Ghi chú: Thực phẩm cơ bản.","Name: Quinoa, uncooked. Category: Cereal Grains and Pasta. Type: cooked_food. Processing level: minimally_processed.",,,,
FOOD001327,CANON001309,SR Legacy,168875,3,"Gạo/cơm, brown, medium-grain, chín (includes foods for usda's food distribution program)","Rice, brown, medium-grain, cooked (Includes foods for USDA's Food Distribution Program)","Gạo/cơm, brown, medium-grain, chín (includes foods for usda's food distribution program)",Ngũ cốc và mì/nui,Cereal Grains and Pasta,cooked_food,minimally_processed,True,False,,high,,72.96,112.0,2.32,0.83,23.51,1.8,,0.39,1.0,79.0,77.0,10.0,0.53,44.0,0.62,0.0,0.165,,,SR Legacy,True,low_confidence_translation,"Tên: Gạo/cơm, brown, medium-grain, chín (includes foods for usda's food distribution program). Nhóm: Ngũ cốc và mì/nui. Loại: cooked_food. Mức chế biến: minimally_processed. Ghi chú: Thực phẩm cơ bản.","Name: Rice, brown, medium-grain, cooked (Includes foods for USDA's Food Distribution Program). Category: Cereal Grains and Pasta. Type: cooked_food. Processing level: minimally_processed.",,,,
FOOD001328,CANON001310,SR Legacy,168876,3,"Gạo/cơm, brown, parboiled, khô, UNCLE BEN'S","Rice, brown, parboiled, dry, UNCLE BEN'S","Gạo/cơm, brown, parboiled, khô, UNCLE BEN'S",Ngũ cốc và mì/nui,Cereal Grains and Pasta,cooked_food,processed,True,False,,medium,,9.82,370.0,7.6,2.75,78.68,3.5,0.5,1.16,6.0,219.0,275.0,8.0,1.16,98.0,1.96,0.0,0.481,0.001,,SR Legacy,True,low_confidence_translation; possible_word_by_word_translation,"Tên: Gạo/cơm, brown, parboiled, khô, UNCLE BEN'S. Nhóm: Ngũ cốc và mì/nui. Loại: cooked_food. Mức chế biến: processed. Ghi chú: Thực phẩm cơ bản.","Name: Rice, brown, parboiled, dry, UNCLE BEN'S. Category: Cereal Grains and Pasta. Type: cooked_food. Processing level: processed.",,,,
FOOD001329,CANON001311,SR Legacy,168877,3,"Gạo/cơm, trắng, long-grain, regular, sống, enriched","Rice, white, long-grain, regular, raw, enriched","Gạo/cơm, trắng, long-grain, regular, sống, enriched",Ngũ cốc và mì/nui,Cereal Grains and Pasta,raw_ingredient,unprocessed,True,False,,high,,11.62,365.0,7.13,0.66,79.95,1.3,0.12,0.64,5.0,115.0,115.0,28.0,4.31,25.0,1.09,0.0,0.18,,,SR Legacy,True,low_confidence_translation,"Tên: Gạo/cơm, trắng, long-grain, regular, sống, enriched. Nhóm: Ngũ cốc và mì/nui. Loại: raw_ingredient. Mức chế biến: unprocessed. Ghi chú: Thực phẩm cơ bản.","Name: Rice, white, long-grain, regular, raw, enriched. Category: Cereal Grains and Pasta. Type: raw_ingredient. Processing level: unprocessed.",,,,
FOOD001330,CANON001312,SR Legacy,168878,3,"Gạo/cơm, trắng, long-grain, regular, enriched, chín","Rice, white, long-grain, regular, enriched, cooked","Gạo/cơm, trắng, long-grain, regular, enriched, chín",Ngũ cốc và mì/nui,Cereal Grains and Pasta,cooked_food,minimally_processed,True,False,,high,,68.44,130.0,2.69,0.28,28.17,0.4,0.05,0.41,1.0,35.0,43.0,10.0,1.2,12.0,0.49,0.0,0.077,,,SR Legacy,True,low_confidence_translation,"Tên: Gạo/cơm, trắng, long-grain, regular, enriched, chín. Nhóm: Ngũ cốc và mì/nui. Loại: cooked_food. Mức chế biến: minimally_processed. Ghi chú: Thực phẩm cơ bản.","Name: Rice, white, long-grain, regular, enriched, cooked. Category: Cereal Grains and Pasta. Type: cooked_food. Processing level: minimally_processed.",,,,
FOOD001331,CANON001313,SR Legacy,168879,3,"Gạo/cơm, trắng, medium-grain, sống, enriched","Rice, white, medium-grain, raw, enriched","Gạo/cơm, trắng, medium-grain, sống, enriched",Ngũ cốc và mì/nui,Cereal Grains and Pasta,raw_ingredient,unprocessed,True,False,,high,,12.89,360.0,6.61,0.58,79.34,1.4,,0.58,1.0,86.0,108.0,9.0,4.36,35.0,1.16,0.0,0.158,,,SR Legacy,True,low_confidence_translation,"Tên: Gạo/cơm, trắng, medium-grain, sống, enriched. Nhóm: Ngũ cốc và mì/nui. Loại: raw_ingredient. Mức chế biến: unprocessed. Ghi chú: Thực phẩm cơ bản.","Name: Rice, white, medium-grain, raw, enriched. Category: Cereal Grains and Pasta. Type: raw_ingredient. Processing level: unprocessed.",,,,
FOOD001332,CANON001314,SR Legacy,168880,3,"Gạo/cơm, trắng, medium-grain, enriched, chín","Rice, white, medium-grain, enriched, cooked","Gạo/cơm, trắng, medium-grain, enriched, chín",Ngũ cốc và mì/nui,Cereal Grains and Pasta,cooked_food,minimally_processed,True,False,,high,,68.61,130.0,2.38,0.21,28.59,0.3,,0.21,0.0,29.0,37.0,3.0,1.49,13.0,0.42,0.0,0.057,,,SR Legacy,True,low_confidence_translation,"Tên: Gạo/cơm, trắng, medium-grain, enriched, chín. Nhóm: Ngũ cốc và mì/nui. Loại: cooked_food. Mức chế biến: minimally_processed. Ghi chú: Thực phẩm cơ bản.","Name: Rice, white, medium-grain, enriched, cooked. Category: Cereal Grains and Pasta. Type: cooked_food. Processing level: minimally_processed.",,,,
FOOD001333,CANON001315,SR Legacy,168881,3,"Gạo/cơm, trắng, short-grain, enriched, uncooked","Rice, white, short-grain, enriched, uncooked","Gạo/cơm, trắng, short-grain, enriched, uncooked",Ngũ cốc và mì/nui,Cereal Grains and Pasta,cooked_food,minimally_processed,True,False,,high,,13.29,358.0,6.5,0.52,79.15,2.8,,0.54,1.0,76.0,95.0,3.0,4.23,23.0,1.1,0.0,0.14,,,SR Legacy,True,low_confidence_translation; possible_word_by_word_translation,"Tên: Gạo/cơm, trắng, short-grain, enriched, uncooked. Nhóm: Ngũ cốc và mì/nui. Loại: cooked_food. Mức chế biến: minimally_processed. Ghi chú: Thực phẩm cơ bản.","Name: Rice, white, short-grain, enriched, uncooked. Category: Cereal Grains and Pasta. Type: cooked_food. Processing level: minimally_processed.",,,,
FOOD001334,CANON001316,SR Legacy,168882,3,"Gạo/cơm, trắng, short-grain, enriched, chín","Rice, white, short-grain, enriched, cooked","Gạo/cơm, trắng, short-grain, enriched, chín",Ngũ cốc và mì/nui,Cereal Grains and Pasta,cooked_food,minimally_processed,True,False,,high,,68.53,130.0,2.36,0.19,28.73,,,0.2,0.0,26.0,33.0,1.0,1.46,8.0,0.4,0.0,0.051,,,SR Legacy,True,low_confidence_translation,"Tên: Gạo/cơm, trắng, short-grain, enriched, chín. Nhóm: Ngũ cốc và mì/nui. Loại: cooked_food. Mức chế biến: minimally_processed. Ghi chú: Thực phẩm cơ bản.","Name: Rice, white, short-grain, enriched, cooked. Category: Cereal Grains and Pasta. Type: cooked_food. Processing level: minimally_processed.",,,,
FOOD001335,CANON001317,SR Legacy,168883,3,"Gạo/cơm, trắng, glutinous, unenriched, uncooked","Rice, white, glutinous, unenriched, uncooked","Gạo/cơm, trắng, glutinous, unenriched, uncooked",Ngũ cốc và mì/nui,Cereal Grains and Pasta,cooked_food,minimally_processed,True,False,,high,,10.46,370.0,6.81,0.55,81.68,2.8,,0.49,7.0,77.0,71.0,11.0,1.6,23.0,1.2,0.0,0.111,,,SR Legacy,True,low_confidence_translation; possible_word_by_word_translation,"Tên: Gạo/cơm, trắng, glutinous, unenriched, uncooked. Nhóm: Ngũ cốc và mì/nui. Loại: cooked_food. Mức chế biến: minimally_processed. Ghi chú: Thực phẩm cơ bản.","Name: Rice, white, glutinous, unenriched, uncooked. Category: Cereal Grains and Pasta. Type: cooked_food. Processing level: minimally_processed.",,,,
FOOD001336,CANON001318,SR Legacy,168884,3,Rye grain,Rye grain,Rye grain,Ngũ cốc và mì/nui,Cereal Grains and Pasta,basic_food,minimally_processed,True,False,,high,,10.6,338.0,10.34,1.63,75.86,15.1,0.98,1.57,2.0,510.0,332.0,24.0,2.63,110.0,2.65,0.0,0.197,0.0,,SR Legacy,True,low_confidence_translation,Tên: Rye grain. Nhóm: Ngũ cốc và mì/nui. Loại: basic_food. Mức chế biến: minimally_processed. Ghi chú: Thực phẩm cơ bản.,Name: Rye grain. Category: Cereal Grains and Pasta. Type: basic_food. Processing level: minimally_processed.,,,,
FOOD001337,CANON001319,SR Legacy,168885,3,"Rye flour, dark","Rye flour, dark","Rye flour, dark",Ngũ cốc và mì/nui,Cereal Grains and Pasta,basic_food,minimally_processed,True,False,,high,,10.75,325.0,15.91,2.22,68.63,23.8,2.31,2.5,2.0,717.0,499.0,37.0,4.97,160.0,5.04,0.0,0.269,0.0,,SR Legacy,True,low_confidence_translation,"Tên: Rye flour, dark. Nhóm: Ngũ cốc và mì/nui. Loại: basic_food. Mức chế biến: minimally_processed. Ghi chú: Thực phẩm cơ bản.","Name: Rye flour, dark. Category: Cereal Grains and Pasta. Type: basic_food. Processing level: minimally_processed.",,,,
FOOD001338,CANON001320,SR Legacy,168886,3,"Rye flour, medium","Rye flour, medium","Rye flour, medium",Ngũ cốc và mì/nui,Cereal Grains and Pasta,basic_food,minimally_processed,True,False,,high,,10.97,349.0,10.88,1.52,75.43,11.8,1.1,1.2,2.0,374.0,225.0,24.0,2.54,63.0,2.17,0.0,0.18,0.0,,SR Legacy,True,low_confidence_translation,"Tên: Rye flour, medium. Nhóm: Ngũ cốc và mì/nui. Loại: basic_food. Mức chế biến: minimally_processed. Ghi chú: Thực phẩm cơ bản.","Name: Rye flour, medium. Category: Cereal Grains and Pasta. Type: basic_food. Processing level: minimally_processed.",,,,
FOOD001339,CANON001321,SR Legacy,168887,3,"Rye flour, light","Rye flour, light","Rye flour, light",Ngũ cốc và mì/nui,Cereal Grains and Pasta,basic_food,minimally_processed,True,False,,high,,11.4,357.0,9.82,1.33,76.68,8.0,0.93,0.78,2.0,224.0,130.0,13.0,0.91,32.0,1.33,0.0,0.15,0.0,,SR Legacy,True,low_confidence_translation,"Tên: Rye flour, light. Nhóm: Ngũ cốc và mì/nui. Loại: basic_food. Mức chế biến: minimally_processed. Ghi chú: Thực phẩm cơ bản.","Name: Rye flour, light. Category: Cereal Grains and Pasta. Type: basic_food. Processing level: minimally_processed.",,,,
FOOD001340,CANON001322,SR Legacy,168888,3,"Triticale flour, whole-grain","Triticale flour, whole-grain","Triticale flour, whole-grain",Ngũ cốc và mì/nui,Cereal Grains and Pasta,basic_food,minimally_processed,True,False,,high,,10.01,338.0,13.18,1.81,73.14,14.6,,1.85,2.0,466.0,321.0,35.0,2.59,153.0,2.66,0.0,0.318,,,SR Legacy,True,low_confidence_translation,"Tên: Triticale flour, whole-grain. Nhóm: Ngũ cốc và mì/nui. Loại: basic_food. Mức chế biến: minimally_processed. Ghi chú: Thực phẩm cơ bản.","Name: Triticale flour, whole-grain. Category: Cereal Grains and Pasta. Type: basic_food. Processing level: minimally_processed.",,,,
FOOD001341,CANON001323,SR Legacy,168889,3,"Wheat, hard đỏ spring","Wheat, hard red spring","Wheat, hard đỏ spring",Ngũ cốc và mì/nui,Cereal Grains and Pasta,basic_food,minimally_processed,True,False,,high,,12.76,329.0,15.4,1.92,68.03,12.2,0.41,1.89,2.0,340.0,332.0,25.0,3.6,124.0,2.78,0.0,0.314,,,SR Legacy,True,low_confidence_translation,"Tên: Wheat, hard đỏ spring. Nhóm: Ngũ cốc và mì/nui. Loại: basic_food. Mức chế biến: minimally_processed. Ghi chú: Thực phẩm cơ bản.","Name: Wheat, hard red spring. Category: Cereal Grains and Pasta. Type: basic_food. Processing level: minimally_processed.",,,,
FOOD001342,CANON001324,SR Legacy,168890,3,"Wheat, hard đỏ winter","Wheat, hard red winter","Wheat, hard đỏ winter",Ngũ cốc và mì/nui,Cereal Grains and Pasta,basic_food,minimally_processed,True,False,,high,,13.1,327.0,12.61,1.54,71.18,12.2,0.41,1.57,2.0,363.0,288.0,29.0,3.19,126.0,2.65,0.0,0.269,,,SR Legacy,True,low_confidence_translation,"Tên: Wheat, hard đỏ winter. Nhóm: Ngũ cốc và mì/nui. Loại: basic_food. Mức chế biến: minimally_processed. Ghi chú: Thực phẩm cơ bản.","Name: Wheat, hard red winter. Category: Cereal Grains and Pasta. Type: basic_food. Processing level: minimally_processed.",,,,
FOOD001343,CANON001325,SR Legacy,168891,3,"Wheat, soft đỏ winter","Wheat, soft red winter","Wheat, soft đỏ winter",Ngũ cốc và mì/nui,Cereal Grains and Pasta,basic_food,minimally_processed,True,False,,high,,12.17,331.0,10.35,1.56,74.24,12.5,0.41,1.68,2.0,397.0,493.0,27.0,3.21,126.0,2.63,0.0,0.289,,,SR Legacy,True,low_confidence_translation,"Tên: Wheat, soft đỏ winter. Nhóm: Ngũ cốc và mì/nui. Loại: basic_food. Mức chế biến: minimally_processed. Ghi chú: Thực phẩm cơ bản.","Name: Wheat, soft red winter. Category: Cereal Grains and Pasta. Type: basic_food. Processing level: minimally_processed.",,,,
FOOD001344,CANON001326,SR Legacy,168892,3,"Wheat germ, crude","Wheat germ, crude","Wheat germ, crude",Ngũ cốc và mì/nui,Cereal Grains and Pasta,basic_food,minimally_processed,True,False,,high,,11.12,360.0,23.15,9.72,51.8,13.2,,4.21,12.0,892.0,842.0,39.0,6.26,239.0,12.29,0.0,1.665,,,SR Legacy,True,low_confidence_translation,"Tên: Wheat germ, crude. Nhóm: Ngũ cốc và mì/nui. Loại: basic_food. Mức chế biến: minimally_processed. Ghi chú: Thực phẩm cơ bản.","Name: Wheat germ, crude. Category: Cereal Grains and Pasta. Type: basic_food. Processing level: minimally_processed.",,,,
FOOD001345,CANON001327,SR Legacy,168893,3,"Wheat flour, whole-grain (Includes foods for USDA's Food Distribution Program)","Wheat flour, whole-grain (Includes foods for USDA's Food Distribution Program)","Wheat flour, whole-grain (Includes foods for USDA's Food Distribution Program)",Ngũ cốc và mì/nui,Cereal Grains and Pasta,basic_food,minimally_processed,True,False,,high,,10.74,340.0,13.21,2.5,71.97,10.7,0.41,1.58,2.0,363.0,357.0,34.0,3.6,137.0,2.6,0.0,0.43,,,SR Legacy,True,low_confidence_translation,"Tên: Wheat flour, whole-grain (Includes foods for USDA's Food Distribution Program). Nhóm: Ngũ cốc và mì/nui. Loại: basic_food. Mức chế biến: minimally_processed. Ghi chú: Thực phẩm cơ bản.","Name: Wheat flour, whole-grain (Includes foods for USDA's Food Distribution Program). Category: Cereal Grains and Pasta. Type: basic_food. Processing level: minimally_processed.",,,,
